Car Model,Acceleration,Number of Cylinders,Origin,Curb Weight,Horsepower_bin,MPG_bin,Engine_Displacement_bin,Weight_bin
Ford,8.64952892,4,Japan,2520.488558,>350,40-50,3-4,2000-2500
BMW,15.88118185,6,Japan,3906.726979,300-350,15-20,2-3,2500-3000
Ford,6.025225572,8,Japan,3167.765383,>350,<15,5-6,3500-4000
Toyota,19.32647834,6,USA,3281.618534,300-350,20-25,3-4,3500-4000
Ford,7.895224781,4,Germany,3982.618354,250-300,<15,3-4,4500-5000
Nissan,18.24113114,4,Germany,3255.104629,>350,30-35,2-3,4000-4500
Chevrolet,17.14209814,4,USA,3921.615992,250-300,40-50,3-4,3500-4000
BMW,19.51789886,4,Germany,3872.846674,250-300,<15,4-5,2500-3000
Mercedes,12.16835991,8,Japan,3911.973293,250-300,<15,4-5,2500-3000
Mercedes,15.91095941,4,Germany,3718.559586,>350,25-30,4-5,4000-4500
Nissan,10.56065986,8,USA,2944.597127,>350,40-50,3-4,3500-4000
Nissan,7.76552357,4,Germany,3019.573726,250-300,20-25,5-6,4000-4500
Toyota,11.64613899,8,USA,3047.476102,200-250,30-35,4-5,2500-3000
Toyota,7.486235231,8,Japan,3968.771259,250-300,<15,4-5,4500-5000
Mercedes,19.73066934,4,USA,3041.133256,300-350,15-20,<2,>5000
Nissan,6.443697367,6,Germany,2663.033964,150-200,40-50,<2,3000-3500
Nissan,13.83817585,6,Japan,3667.493342,>350,40-50,2-3,3500-4000
Mercedes,14.39695783,6,Germany,3049.094937,250-300,<15,4-5,>5000
Honda,13.07119314,6,USA,3431.403868,200-250,40-50,3-4,3000-3500
Honda,14.93278829,6,Japan,3886.540618,100-150,35-40,3-4,4000-4500
Audi,6.742711625,4,USA,3363.258365,150-200,40-50,5-6,2000-2500
Chevrolet,13.32527786,4,Germany,3456.550268,>350,25-30,5-6,4000-4500
Nissan,9.308188567,4,USA,3464.293847,200-250,30-35,5-6,2000-2500
Ford,19.10264095,4,Germany,3418.598779,150-200,25-30,2-3,>5000
BMW,16.4310748,4,Germany,2739.654066,250-300,35-40,4-5,4500-5000
Honda,19.58771723,4,Japan,3184.623122,200-250,15-20,2-3,>5000
Mercedes,5.563341046,8,Japan,2511.49603,100-150,<15,2-3,4500-5000
Toyota,9.276997628,8,USA,3439.397206,200-250,20-25,2-3,4000-4500
Nissan,7.9313388,4,Germany,3363.037443,300-350,35-40,2-3,3500-4000
Ford,5.16731881,4,Germany,2977.205829,300-350,15-20,3-4,>5000
BMW,8.634885954,8,Japan,3285.843255,200-250,35-40,4-5,>5000
Ford,15.18163975,8,Japan,3239.586673,250-300,40-50,<2,3500-4000
Audi,8.466333832,4,Japan,2876.372824,>350,<15,4-5,>5000
Ford,12.63505168,8,Japan,2939.931322,250-300,35-40,3-4,4000-4500
Toyota,18.31727172,6,USA,3643.811495,200-250,25-30,2-3,4000-4500
Honda,15.40636881,6,USA,3633.598479,150-200,40-50,3-4,3500-4000
Ford,10.91943605,6,USA,3204.673225,250-300,15-20,2-3,2500-3000
BMW,10.58703408,8,USA,3576.263429,>350,35-40,3-4,2000-2500
Honda,11.83603721,4,Japan,3176.20192,150-200,40-50,3-4,2500-3000
Audi,7.655621616,4,USA,3777.061052,>350,40-50,2-3,4000-4500
Audi,14.51001151,4,USA,2999.210023,100-150,35-40,<2,3500-4000
Chevrolet,10.46229229,8,USA,3890.93875,250-300,25-30,3-4,3500-4000
Toyota,17.78548024,8,Japan,3313.425476,>350,30-35,5-6,>5000
Honda,16.3482899,6,Germany,3303.531792,200-250,40-50,2-3,3000-3500
Audi,14.15769746,8,Japan,3506.215576,300-350,30-35,4-5,3500-4000
Audi,10.46303334,6,Germany,3011.284016,150-200,<15,4-5,2500-3000
Honda,8.148977475,6,Germany,3586.494356,>350,40-50,5-6,2000-2500
Ford,16.64227796,4,USA,2980.637654,100-150,35-40,4-5,>5000
Mercedes,12.29613648,8,USA,3096.308245,>350,35-40,3-4,4000-4500
BMW,8.371250573,4,USA,3512.055155,150-200,15-20,4-5,>5000
Ford,7.927619226,4,Japan,3067.673652,>350,35-40,5-6,2500-3000
BMW,7.481013568,8,Japan,2799.961184,200-250,25-30,3-4,4000-4500
Audi,16.65741794,8,USA,3807.852188,>350,35-40,2-3,3000-3500
Audi,8.43480778,6,Japan,3883.233071,200-250,<15,<2,2500-3000
Toyota,12.89963395,6,Japan,3440.096575,>350,35-40,4-5,2000-2500
Honda,11.77319541,6,Germany,3716.726157,150-200,40-50,4-5,2500-3000
Nissan,13.69416349,6,Japan,3979.978532,150-200,<15,<2,3000-3500
Audi,18.15732351,4,Germany,3422.162128,250-300,40-50,3-4,2000-2500
BMW,18.01621085,4,USA,3863.188965,100-150,25-30,3-4,>5000
BMW,11.76614108,8,Japan,3038.882125,150-200,40-50,<2,3000-3500
Mercedes,5.230493761,6,Germany,3550.708654,>350,40-50,5-6,2500-3000
Mercedes,11.39665709,6,Japan,2583.708199,>350,30-35,2-3,2500-3000
Ford,14.09290306,6,Germany,3683.457333,250-300,35-40,<2,4000-4500
Ford,13.36647139,4,Germany,3744.704717,>350,40-50,3-4,2000-2500
Audi,14.77004159,8,Japan,3101.763155,300-350,25-30,4-5,>5000
Audi,7.311135987,4,USA,3458.432524,200-250,20-25,<2,>5000
Chevrolet,14.69802648,8,Germany,3787.541654,>350,35-40,4-5,2500-3000
BMW,7.739774281,8,USA,3825.412247,>350,40-50,3-4,3500-4000
Toyota,16.25785971,4,Japan,2659.797286,>350,40-50,<2,2000-2500
Honda,10.0863142,4,Japan,3741.23162,200-250,40-50,2-3,4500-5000
Honda,15.6484315,8,USA,2911.365028,>350,25-30,3-4,3500-4000
Mercedes,5.717983984,4,Japan,3590.960345,100-150,40-50,2-3,3000-3500
Honda,11.11790038,4,Germany,2987.74623,100-150,<15,5-6,2500-3000
BMW,15.57551783,8,USA,2584.494506,100-150,30-35,4-5,4500-5000
Ford,8.403057745,8,Japan,2814.806065,>350,<15,5-6,3500-4000
Toyota,16.92930567,6,Japan,3113.007664,>350,20-25,2-3,2500-3000
Honda,14.461696,4,USA,3611.84293,>350,20-25,5-6,4500-5000
BMW,13.81342658,8,Germany,2651.055441,300-350,25-30,3-4,4000-4500
Nissan,10.30323281,4,USA,3719.401187,200-250,35-40,2-3,>5000
Audi,12.23677206,4,Japan,3995.426638,150-200,25-30,<2,2000-2500
Chevrolet,13.96023951,8,Japan,3682.386465,200-250,25-30,<2,>5000
Chevrolet,12.08693171,6,USA,3210.60478,250-300,15-20,4-5,4500-5000
Honda,15.47469986,8,Germany,3352.240316,>350,20-25,3-4,2000-2500
Ford,11.505454,8,Germany,2509.240762,300-350,15-20,2-3,4500-5000
Chevrolet,8.034097726,4,Germany,2813.910757,100-150,<15,3-4,3500-4000
Chevrolet,8.209006742,6,USA,3848.482197,100-150,30-35,2-3,>5000
Mercedes,5.087056533,8,Germany,2532.594104,100-150,35-40,3-4,2500-3000
Chevrolet,9.514365733,4,Germany,3857.192429,250-300,30-35,2-3,4500-5000
Chevrolet,16.23376461,8,Germany,2669.878912,>350,25-30,4-5,3500-4000
Honda,16.91244063,4,Germany,2699.611195,>350,25-30,4-5,>5000
Mercedes,8.037013131,8,Japan,2763.024866,>350,40-50,3-4,3000-3500
BMW,19.38565995,6,USA,3699.077987,250-300,30-35,2-3,>5000
Toyota,12.5360419,8,USA,3217.279863,200-250,25-30,2-3,>5000
Toyota,18.75468124,4,Germany,2717.794945,100-150,<15,4-5,3000-3500
Ford,15.60147923,8,USA,3530.202729,>350,20-25,2-3,>5000
BMW,15.83650135,6,USA,3911.032549,>350,25-30,2-3,>5000
Audi,6.27565432,6,Japan,3358.677211,150-200,25-30,<2,3000-3500
Nissan,8.299866903,6,USA,2648.050009,300-350,30-35,3-4,3500-4000
Toyota,5.132222499,6,Japan,2582.125909,250-300,30-35,3-4,4000-4500
Nissan,15.74191461,4,USA,3693.80854,>350,30-35,4-5,3000-3500
Toyota,10.16657433,8,Japan,3439.125479,>350,40-50,2-3,2000-2500
Mercedes,16.79978774,6,Japan,3883.986009,300-350,40-50,3-4,2500-3000
Toyota,10.0840433,8,USA,3320.875227,300-350,35-40,4-5,3000-3500
Mercedes,17.29000628,4,Japan,2593.593105,100-150,40-50,4-5,3500-4000
Mercedes,6.960473806,8,Japan,3105.530275,100-150,<15,3-4,2500-3000
Ford,7.600597351,8,USA,3486.986033,150-200,15-20,3-4,>5000
Chevrolet,10.11314809,6,Japan,3077.328026,100-150,<15,2-3,4500-5000
Ford,11.12731083,6,Japan,3999.387095,>350,35-40,5-6,2000-2500
Mercedes,10.23054216,4,Japan,3108.067921,>350,40-50,<2,4500-5000
Mercedes,16.45470549,8,Japan,3319.35419,150-200,15-20,5-6,4500-5000
Toyota,6.454270889,4,Japan,2838.088049,>350,40-50,4-5,>5000
BMW,10.26825529,4,Germany,2728.207306,150-200,<15,3-4,2000-2500
Chevrolet,17.55859999,4,Japan,3467.958308,200-250,40-50,<2,2500-3000
BMW,6.001956159,6,Japan,3382.91912,150-200,20-25,3-4,>5000
BMW,19.13515262,6,Japan,2506.508286,200-250,<15,3-4,>5000
BMW,19.79475263,8,Japan,2927.172302,200-250,25-30,2-3,4500-5000
Chevrolet,6.328522607,8,USA,3465.36936,250-300,20-25,4-5,>5000
BMW,9.369087834,8,Germany,3718.374019,250-300,20-25,5-6,2000-2500
Chevrolet,10.58600999,6,USA,2968.55298,>350,20-25,3-4,4000-4500
Nissan,16.64587053,6,Germany,3471.154554,100-150,40-50,4-5,2500-3000
Mercedes,13.93890218,4,Japan,2897.886895,150-200,30-35,<2,2500-3000
Audi,14.66548551,6,Japan,3535.569842,100-150,20-25,3-4,>5000
Toyota,16.36264734,4,Germany,3546.921998,>350,30-35,<2,2500-3000
Honda,6.769684992,4,Germany,2695.335198,100-150,35-40,3-4,3500-4000
BMW,17.49814185,6,USA,3497.634676,>350,20-25,5-6,>5000
Ford,15.58429706,4,Germany,3000.350773,300-350,25-30,4-5,2500-3000
Nissan,13.66012588,4,Japan,2758.892397,300-350,<15,<2,>5000
Ford,18.34603002,8,USA,3250.541849,300-350,15-20,2-3,>5000
Honda,15.50459531,4,Germany,3178.445026,150-200,35-40,3-4,4000-4500
Chevrolet,8.025499439,6,Germany,3660.812217,150-200,15-20,3-4,2500-3000
Honda,11.44618072,6,USA,2626.773264,200-250,30-35,4-5,3000-3500
Ford,12.410643,4,Germany,3684.629903,300-350,35-40,4-5,3500-4000
Mercedes,5.828264401,8,Japan,2659.123543,150-200,<15,3-4,3000-3500
Mercedes,19.3195627,6,USA,2811.188542,100-150,30-35,2-3,3000-3500
Honda,6.928658912,6,Germany,3273.823177,>350,20-25,2-3,>5000
Mercedes,15.46191901,8,Japan,3194.7619,100-150,40-50,<2,2500-3000
Toyota,12.59346554,4,Germany,3983.288462,>350,25-30,2-3,4500-5000
Honda,5.384483748,6,USA,3384.21057,>350,40-50,3-4,2000-2500
BMW,18.87121214,4,Germany,2991.153393,200-250,30-35,4-5,4000-4500
Toyota,17.77755213,4,Germany,3850.223303,150-200,<15,4-5,>5000
BMW,12.86386892,4,Germany,2968.322435,150-200,35-40,<2,3000-3500
Audi,8.434135042,4,Japan,2910.663453,>350,40-50,3-4,2500-3000
Audi,6.82434336,6,Japan,3241.557693,>350,30-35,2-3,4500-5000
Honda,10.45088719,8,Germany,3869.762177,>350,40-50,2-3,4500-5000
Toyota,8.831424216,6,Germany,3562.771383,>350,40-50,4-5,4500-5000
Mercedes,12.60036802,8,USA,3516.224823,>350,15-20,<2,3000-3500
Toyota,19.49613944,4,Germany,3589.115898,150-200,15-20,3-4,3000-3500
Audi,13.6243024,8,USA,3489.460916,150-200,30-35,2-3,>5000
Honda,18.34896584,4,Japan,3639.69454,>350,25-30,5-6,>5000
Nissan,14.76318256,6,Germany,2789.143033,150-200,40-50,3-4,3500-4000
Chevrolet,12.1286979,6,USA,2765.88743,100-150,40-50,2-3,>5000
Chevrolet,17.81911344,8,Japan,3043.245016,>350,20-25,3-4,3500-4000
Chevrolet,12.07052165,4,USA,3776.439668,250-300,15-20,4-5,3500-4000
Mercedes,18.02942256,4,Japan,3571.681323,>350,40-50,5-6,2500-3000
Toyota,9.373651544,8,Germany,3349.710014,>350,20-25,2-3,3500-4000
Mercedes,6.932196106,4,USA,2529.171156,100-150,40-50,5-6,4000-4500
Audi,17.82971697,4,Germany,2853.703426,>350,25-30,5-6,2000-2500
Chevrolet,13.81122746,4,USA,3705.270914,200-250,35-40,5-6,3500-4000
Audi,18.33638597,6,Japan,2863.73004,200-250,<15,4-5,>5000
Toyota,19.0674081,6,USA,3595.435296,250-300,30-35,4-5,4500-5000
Audi,5.804425856,6,USA,2776.951397,100-150,25-30,3-4,4500-5000
Nissan,12.51453953,4,Germany,3409.551337,250-300,30-35,4-5,>5000
Mercedes,10.62446824,6,Germany,3442.31705,100-150,15-20,3-4,2000-2500
Honda,14.38787596,4,Germany,3627.949339,250-300,35-40,4-5,4000-4500
Audi,16.90386796,4,Japan,3157.513601,200-250,40-50,3-4,>5000
Audi,9.20885324,8,Germany,3449.012049,>350,15-20,4-5,4000-4500
Honda,13.35197577,4,USA,3230.454683,>350,<15,4-5,3000-3500
Toyota,15.6309287,6,Japan,3921.007068,150-200,<15,2-3,2500-3000
Toyota,7.016466243,6,Germany,3282.821091,200-250,35-40,4-5,>5000
Mercedes,17.21100359,4,USA,2814.396825,200-250,30-35,3-4,3500-4000
Audi,14.091644,6,USA,3501.838824,150-200,30-35,4-5,>5000
Nissan,19.24306156,4,Japan,3322.700992,>350,15-20,3-4,4000-4500
Chevrolet,10.09293379,8,USA,3705.744246,>350,25-30,3-4,4500-5000
Nissan,6.622189135,4,Germany,2765.367396,150-200,30-35,5-6,>5000
Honda,12.59751802,4,USA,2891.409404,200-250,25-30,2-3,4500-5000
Honda,6.287161576,8,Germany,3882.443661,100-150,40-50,4-5,3500-4000
BMW,19.54289785,6,Germany,3895.03917,>350,15-20,3-4,4000-4500
Chevrolet,5.580274374,8,Japan,3163.38515,100-150,35-40,3-4,>5000
Audi,16.30255852,8,USA,2571.626773,>350,25-30,2-3,3000-3500
Honda,12.87653597,4,Japan,2959.832603,>350,25-30,3-4,3500-4000
BMW,10.52930979,4,Japan,2870.683982,250-300,35-40,2-3,2000-2500
Toyota,5.987632468,8,Japan,3122.015278,300-350,35-40,<2,>5000
Honda,14.33250386,6,Germany,2976.700928,>350,40-50,2-3,2000-2500
Ford,13.77830494,8,Germany,3743.488516,300-350,15-20,<2,4500-5000
Chevrolet,9.213249096,6,Germany,2504.554029,150-200,<15,5-6,3500-4000
BMW,18.65332552,8,Germany,3466.94778,250-300,35-40,5-6,3500-4000
Chevrolet,9.56165011,8,USA,3496.405338,>350,30-35,3-4,4500-5000
Chevrolet,11.74588116,6,USA,3490.939863,>350,20-25,4-5,2000-2500
Ford,13.15643684,8,Germany,3280.892021,>350,<15,2-3,4000-4500
Nissan,6.503478173,4,Germany,3416.65611,>350,<15,4-5,>5000
Toyota,18.98242579,8,USA,3715.741467,>350,40-50,4-5,>5000
Chevrolet,10.61804229,4,Japan,3676.295168,>350,15-20,5-6,2500-3000
Honda,6.211688208,6,Japan,2551.938066,100-150,20-25,3-4,>5000
Mercedes,10.80936761,6,Germany,2545.654804,300-350,15-20,4-5,4500-5000
Toyota,14.00303821,4,Japan,3758.417219,>350,20-25,2-3,>5000
Honda,12.70479008,8,Germany,3362.094531,>350,<15,5-6,3500-4000
Toyota,15.41812961,4,Germany,3936.141003,300-350,30-35,<2,4000-4500
Audi,5.832259131,4,Germany,3147.387395,150-200,<15,3-4,>5000
Toyota,9.268109154,6,USA,2765.112732,>350,40-50,4-5,>5000
BMW,17.28845865,4,Japan,3209.852369,>350,15-20,4-5,3500-4000
Honda,6.198405317,8,USA,3154.816462,100-150,30-35,<2,3000-3500
Mercedes,17.83228932,4,Japan,3275.766072,250-300,40-50,5-6,3500-4000
Honda,6.378441381,6,USA,3711.920851,150-200,35-40,2-3,3500-4000
Audi,17.51681322,8,USA,3483.375982,200-250,30-35,3-4,3000-3500
Toyota,10.41182602,6,Germany,2777.912991,100-150,20-25,2-3,3000-3500
Chevrolet,14.18313595,4,Germany,3601.715885,250-300,20-25,2-3,>5000
Mercedes,7.293306735,4,USA,3387.84432,300-350,35-40,3-4,2000-2500
Honda,5.992530826,6,Japan,3367.466096,300-350,40-50,3-4,4500-5000
Audi,8.23907306,6,Japan,3517.385324,>350,35-40,2-3,2500-3000
Mercedes,6.917807269,8,Germany,3345.948188,>350,30-35,2-3,3000-3500
Ford,9.686088465,6,Germany,3186.270605,150-200,35-40,3-4,2000-2500
Ford,12.7157487,6,Japan,3460.570424,100-150,25-30,4-5,3000-3500
Toyota,13.83139195,4,Japan,3585.590604,>350,<15,5-6,>5000
Nissan,16.84802161,4,Japan,2838.650414,150-200,30-35,<2,>5000
Toyota,14.8435984,6,Germany,3245.574841,>350,40-50,3-4,2500-3000
Audi,14.13137488,6,Japan,3187.258695,>350,15-20,<2,3500-4000
Toyota,11.17673041,4,Germany,2559.854906,300-350,35-40,<2,3500-4000
Chevrolet,12.10712652,8,USA,3751.657985,>350,15-20,4-5,>5000
Chevrolet,11.21781244,8,USA,3066.073036,100-150,30-35,3-4,>5000
BMW,17.63249045,8,USA,2609.03385,200-250,<15,2-3,4000-4500
Audi,8.450006788,8,Japan,3186.848646,>350,25-30,2-3,4500-5000
Nissan,5.085813973,4,Germany,2742.221209,200-250,40-50,<2,>5000
Mercedes,14.76979846,6,Japan,3556.621622,>350,20-25,4-5,2000-2500
Audi,8.036932755,8,Germany,3357.657363,100-150,35-40,5-6,3500-4000
Audi,18.35172704,4,Japan,2905.17071,300-350,40-50,2-3,>5000
Nissan,17.88569495,6,USA,3925.710789,300-350,40-50,2-3,4500-5000
Audi,6.150910579,8,Germany,2937.618022,>350,15-20,4-5,4000-4500
Nissan,6.595826081,6,Japan,3332.49536,200-250,25-30,5-6,4000-4500
Nissan,12.42757388,8,Germany,3702.351736,200-250,15-20,3-4,3000-3500
Nissan,14.13833994,6,Germany,3270.838447,>350,40-50,<2,4000-4500
Audi,9.123625062,8,Japan,3941.283514,150-200,40-50,<2,4500-5000
Audi,15.75196575,8,Japan,3765.78185,>350,30-35,3-4,3500-4000
Toyota,13.92374031,6,Germany,3881.528521,300-350,40-50,3-4,4500-5000
Audi,9.872361646,6,Germany,3059.053876,>350,30-35,<2,>5000
Toyota,5.380572321,6,USA,3322.533126,>350,30-35,3-4,2500-3000
BMW,16.25225422,4,Germany,3760.249443,150-200,<15,<2,3500-4000
Ford,8.221304987,4,USA,3855.250051,300-350,40-50,4-5,3500-4000
Ford,17.51710615,6,USA,3916.545367,>350,15-20,2-3,4500-5000
BMW,11.3043539,4,USA,3818.72799,250-300,40-50,<2,2500-3000
BMW,13.65616164,8,Germany,3596.132356,>350,40-50,3-4,4500-5000
Honda,18.09423096,6,USA,2536.322208,250-300,35-40,3-4,>5000
Toyota,17.95434501,4,Germany,2972.430174,150-200,<15,5-6,3500-4000
Nissan,10.57279363,6,Germany,2693.404427,250-300,20-25,3-4,>5000
Mercedes,8.133333391,8,Japan,2732.137902,>350,20-25,2-3,>5000
Honda,16.62719117,8,Germany,2936.360781,200-250,20-25,4-5,2000-2500
Chevrolet,11.49620305,4,Germany,2612.110686,>350,<15,2-3,2500-3000
Toyota,7.880629903,8,USA,2864.547718,>350,40-50,5-6,>5000
Audi,18.56638013,6,Germany,3935.468255,200-250,30-35,2-3,>5000
BMW,7.971562914,4,Germany,2967.915368,100-150,20-25,3-4,2000-2500
Ford,5.387107523,6,Japan,2739.569605,>350,25-30,<2,2000-2500
Toyota,5.304199607,6,Japan,3577.450271,200-250,25-30,3-4,2500-3000
BMW,14.33473035,6,USA,3742.757725,>350,30-35,4-5,>5000
Mercedes,14.92512591,8,USA,2971.056774,250-300,30-35,4-5,2500-3000
Mercedes,9.665625576,6,Japan,2917.745966,250-300,40-50,2-3,4000-4500
Toyota,9.800164839,8,Japan,2862.639322,>350,25-30,2-3,>5000
Audi,10.09240873,6,Germany,3089.891859,250-300,40-50,4-5,2000-2500
Toyota,15.2023782,8,USA,2630.847637,250-300,40-50,5-6,4000-4500
Audi,5.872006865,8,USA,3503.69384,250-300,15-20,<2,3000-3500
Toyota,18.93674529,8,Germany,3733.339488,200-250,40-50,3-4,>5000
Chevrolet,8.337815663,6,Germany,3495.52342,300-350,<15,2-3,3000-3500
Ford,19.99509808,6,USA,3131.799535,>350,40-50,4-5,4500-5000
Toyota,7.572840407,8,Japan,2933.443371,200-250,25-30,<2,4500-5000
BMW,16.57319686,6,Japan,3114.169247,300-350,40-50,2-3,2500-3000
Chevrolet,8.351188174,8,Germany,3135.756227,>350,40-50,4-5,2000-2500
Mercedes,6.212702025,6,USA,3499.031243,200-250,40-50,<2,3500-4000
Honda,18.12399987,8,Germany,3892.090533,200-250,40-50,3-4,3000-3500
Toyota,17.88126889,8,Japan,2605.879734,>350,20-25,3-4,>5000
Audi,11.05355589,4,Japan,3930.030389,>350,<15,2-3,>5000
Chevrolet,15.53594214,6,Germany,3865.301925,300-350,25-30,3-4,3500-4000
Nissan,13.35598899,6,Japan,2676.598451,>350,15-20,3-4,4000-4500
Honda,17.79434171,4,USA,2775.377547,100-150,35-40,2-3,4000-4500
Ford,9.72583954,8,Germany,2967.393402,300-350,20-25,3-4,>5000
Toyota,12.855086,8,Germany,3339.499061,300-350,40-50,4-5,3500-4000
Toyota,12.28058557,4,Germany,2701.714294,300-350,35-40,4-5,3000-3500
Chevrolet,10.30858739,4,Japan,2800.50243,200-250,40-50,2-3,3000-3500
Mercedes,18.37182597,8,USA,3854.012941,100-150,15-20,2-3,4000-4500
Ford,7.48816887,6,Germany,2663.950946,150-200,40-50,2-3,3500-4000
Nissan,7.242629593,4,Germany,3098.317398,>350,40-50,2-3,3500-4000
Honda,13.65364303,4,Japan,3644.502666,250-300,25-30,3-4,2000-2500
BMW,14.86241345,4,USA,3832.874675,250-300,30-35,4-5,4500-5000
Ford,7.919288815,4,Germany,3004.063844,100-150,40-50,<2,2500-3000
Toyota,10.86076163,4,Japan,2746.656258,100-150,15-20,<2,2500-3000
Chevrolet,19.19845764,4,Germany,3605.517489,>350,30-35,3-4,3500-4000
Nissan,8.69926134,8,Japan,3658.836638,300-350,25-30,4-5,2500-3000
Chevrolet,15.02541053,8,USA,3970.050166,300-350,15-20,2-3,4000-4500
Honda,16.10224091,4,Japan,2709.312777,150-200,20-25,4-5,3000-3500
Audi,11.72193049,8,Germany,3564.131324,>350,<15,2-3,3500-4000
Audi,19.0628898,6,Germany,3125.938807,150-200,<15,5-6,4000-4500
Ford,16.04985103,6,Japan,3871.944156,150-200,15-20,5-6,2500-3000
Chevrolet,11.8688687,4,USA,3111.746327,250-300,40-50,2-3,2500-3000
BMW,13.54002803,6,USA,3168.940563,200-250,30-35,2-3,>5000
BMW,15.38920165,6,Germany,2690.194897,150-200,40-50,3-4,3500-4000
Audi,13.88285271,8,Germany,2981.405178,>350,25-30,2-3,3500-4000
Audi,18.18046376,8,Japan,3101.260706,>350,20-25,4-5,2000-2500
Chevrolet,10.35332993,8,Japan,2526.263132,>350,30-35,4-5,3500-4000
Mercedes,9.498286101,8,Japan,3156.361703,250-300,25-30,4-5,4000-4500
Toyota,8.207583342,6,USA,3004.477827,100-150,<15,4-5,4000-4500
Chevrolet,5.566744521,4,USA,3705.759604,200-250,35-40,3-4,4500-5000
Nissan,5.645209466,8,Germany,2660.66892,>350,15-20,2-3,2500-3000
Ford,18.0508279,6,Germany,3640.31669,300-350,30-35,4-5,3000-3500
Honda,15.1758972,8,Germany,3571.017315,>350,35-40,2-3,>5000
Mercedes,14.90798623,6,Japan,2862.673492,100-150,15-20,4-5,>5000
BMW,14.21964228,8,USA,2624.907503,300-350,<15,2-3,2500-3000
Mercedes,17.73828717,4,Germany,3762.750169,100-150,40-50,<2,3500-4000
Chevrolet,12.20400388,8,Germany,2874.145064,300-350,25-30,5-6,2500-3000
Nissan,18.05616243,4,Germany,2718.34018,>350,<15,2-3,2000-2500
Mercedes,10.39167539,8,Germany,3038.554903,>350,40-50,5-6,3000-3500
Audi,18.90061257,8,Germany,3101.324235,300-350,<15,5-6,2500-3000
BMW,15.4798547,8,Germany,2989.13197,250-300,35-40,4-5,4500-5000
Mercedes,8.85765704,6,USA,3964.721669,>350,40-50,4-5,4000-4500
BMW,13.46127383,6,Germany,3821.231004,>350,15-20,3-4,2500-3000
Honda,12.99545842,4,USA,3809.463245,100-150,15-20,4-5,2000-2500
BMW,7.068482326,4,Japan,3098.151386,250-300,<15,2-3,>5000
Mercedes,13.86864359,6,USA,3944.30446,150-200,20-25,3-4,2500-3000
Nissan,9.721784356,4,Japan,3526.022944,250-300,<15,3-4,4000-4500
BMW,5.785231502,4,USA,3747.992003,250-300,35-40,3-4,3000-3500
BMW,19.22984237,6,USA,3251.312688,300-350,<15,3-4,4000-4500
Chevrolet,14.62235554,6,Germany,2740.92594,200-250,30-35,2-3,3000-3500
Chevrolet,18.15378398,6,USA,3830.328257,150-200,40-50,3-4,2000-2500
Audi,15.14084008,6,USA,3229.640109,300-350,40-50,4-5,2500-3000
Ford,10.35475538,8,Germany,3952.832364,>350,30-35,2-3,2500-3000
Toyota,12.69032108,6,Japan,2882.291517,>350,20-25,5-6,3500-4000
Nissan,15.13620141,4,Germany,3988.568487,200-250,30-35,4-5,4500-5000
Toyota,19.40378488,8,Germany,2833.637023,>350,30-35,4-5,3000-3500
Toyota,8.805041887,8,Germany,3052.250137,>350,25-30,3-4,2000-2500
BMW,18.12465588,4,Japan,3391.024784,150-200,15-20,4-5,4000-4500
Mercedes,18.86116708,8,USA,3539.984589,100-150,40-50,<2,4000-4500
Audi,15.05623272,4,USA,3580.423254,>350,25-30,4-5,>5000
Honda,18.96899941,8,Germany,3214.378613,>350,15-20,<2,4000-4500
Mercedes,10.96817881,8,Germany,2615.240435,>350,20-25,5-6,3500-4000
Mercedes,19.29524264,4,USA,3244.072228,>350,25-30,5-6,4000-4500
Honda,15.54174316,4,USA,3002.031929,300-350,40-50,2-3,>5000
BMW,5.630086511,4,USA,3486.483414,300-350,35-40,2-3,>5000
Audi,18.60309248,4,Japan,2773.413376,100-150,40-50,4-5,3000-3500
Nissan,12.26709214,6,Japan,3090.868487,150-200,<15,2-3,2500-3000
Toyota,11.90490477,6,Germany,3949.178731,250-300,25-30,4-5,3000-3500
Ford,13.49699909,4,Japan,2633.301099,>350,25-30,<2,4000-4500
Audi,7.240768202,6,Germany,3403.501237,300-350,<15,2-3,4500-5000
Toyota,12.03749073,4,USA,2635.972344,>350,20-25,5-6,4000-4500
Honda,17.46690825,4,USA,2735.493484,200-250,40-50,4-5,2000-2500
Toyota,5.232236887,8,Germany,3407.401583,300-350,15-20,4-5,4500-5000
Chevrolet,9.093757405,4,USA,3165.993284,100-150,30-35,2-3,>5000
Chevrolet,5.036818797,4,Germany,3322.748495,250-300,15-20,4-5,3000-3500
Ford,11.23566964,4,Germany,3819.808256,>350,<15,3-4,4500-5000
Nissan,15.92473266,4,Germany,3725.860364,>350,15-20,3-4,3500-4000
Toyota,16.98157744,8,Japan,3831.972174,>350,40-50,4-5,>5000
Chevrolet,19.17784642,4,Germany,3424.382381,200-250,40-50,3-4,>5000
Nissan,14.12756919,8,Germany,3234.464755,250-300,40-50,3-4,4000-4500
Audi,8.819403,4,Germany,3188.796373,200-250,25-30,2-3,4500-5000
Audi,18.86221924,8,Japan,3609.712834,250-300,<15,4-5,>5000
Chevrolet,16.62973631,6,USA,3281.949817,>350,30-35,2-3,3500-4000
Nissan,13.61642725,8,Japan,2658.653194,>350,25-30,4-5,3000-3500
