Company Name,Stock Price,Market Capitalization,Earnings per Share (EPS),Price-to-Earnings Ratio (P/E Ratio),Dividend Yield,Beta,Debt-to-Equity Ratio
Company 1184,189.8042158,388777540.4,0.498826636,17.00458788,0.021857405,0.558310546,0.32173703
Company 1185,65.3764592,674456165.2,4.113685969,17.14714015,0.013393679,1.488414191,0.075022089
Company 1186,190.5842731,260645074.3,5.211204662,19.14629469,0.03020025,0.908836623,0.89565123
Company 1187,153.1828583,345847016.3,5.848387737,27.91890008,0.04356668,1.807318521,0.802675813
Company 1188,60.17555887,917568357.3,9.365778758,25.0204525,0.049945235,1.227488427,0.139526781
Company 1189,95.14453504,291214001.2,6.755281804,16.27825174,0.030388138,0.958364689,0.776768271
Company 1190,156.2258133,470518279.9,4.864651717,22.96748165,0.020235294,1.276458404,0.625846666
Company 1191,60.10259022,890250996.3,8.115782859,19.65588747,0.011260355,1.072937029,0.409143788
Company 1192,137.325569,708013628.9,9.510274927,17.30917622,0.012854804,1.346451597,0.254021149
Company 1193,101.8824585,63141022.94,0.318454872,9.80789432,0.023972749,0.671799302,0.859728784
Company 1194,143.1373277,148155741.2,9.826960595,16.59840659,0.018363885,1.995485754,0.700188259
Company 1195,56.86130507,8833749.181,0.952708177,11.14546468,0.045690726,1.138333817,0.547739909
Company 1196,180.7305209,631290868.4,8.162429115,27.87105375,0.018414773,1.02234596,0.609568534
Company 1197,196.0233454,448225752,2.87531405,13.38517034,0.01867223,1.565314772,0.091066182
Company 1198,195.3316783,135140576.1,1.408578612,28.80660036,0.019176726,1.04584911,0.473919761
Company 1199,162.4477748,957976186.9,4.454570833,18.32638225,0.041831011,1.749911458,0.193700293
Company 1200,69.51293602,530130064.2,6.475170137,20.78860947,0.032539416,1.181406087,0.208383679
Company 1201,163.7394794,242651400.8,3.871423266,18.57351111,0.030708443,1.57933762,0.661303962
Company 1202,53.68803747,501102967.6,0.640197542,8.234515424,0.016707151,0.661179825,0.911256152
Company 1203,53.31853273,679940712.4,6.034665283,14.39553048,0.040895209,1.769178778,0.40375661
Company 1204,98.54153287,77162978.76,9.033792433,7.478652807,0.001918193,1.60357698,0.207749273
Company 1205,123.2964786,275429111.2,3.893832123,20.5738511,0.043539859,0.817575168,0.648746937
Company 1206,165.5611127,807158525.4,2.241694499,16.17185488,0.025637495,0.717929015,0.871187046
Company 1207,152.4943065,460205205.5,4.481515725,24.44962429,0.019912512,0.974438523,0.748318801
Company 1208,116.885406,547030564.9,0.578790839,10.51176202,0.024858364,1.964105879,0.868757231
Company 1209,91.04399994,433383186.2,8.222827086,9.114151461,0.033370777,0.885247362,0.536554671
Company 1210,199.568675,44856042.7,8.280774028,15.15830577,0.000638271,1.184190813,0.751876244
Company 1211,113.9271953,166584030,5.921204588,28.16463458,0.043577593,0.545030339,0.140064559
Company 1212,117.7080536,446096097.1,3.5957186,22.76054538,0.022336976,1.095841294,0.348274615
Company 1213,74.54357318,209976279.9,8.017855308,15.47309062,0.017148326,1.356980023,0.389549164
Company 1214,169.2214323,50929049.63,5.591401545,17.93180424,0.006912278,1.929686919,0.511295746
Company 1215,154.0523339,843806014.4,8.276729855,7.105325279,0.021973269,1.275104067,0.92907636
Company 1216,83.11544192,981211336.6,6.351442047,29.61439741,0.024816139,1.728660989,0.87429656
Company 1217,62.35715684,793349731.1,7.865614185,21.66018262,0.020182335,1.320691464,0.134525492
Company 1218,152.0748953,853931136.8,6.025773633,12.13510171,0.033933005,0.56117752,0.172789652
Company 1219,148.1766821,242735153.2,4.199996575,19.64520986,0.021044826,0.972512413,0.35764055
Company 1220,90.98892905,960666348.5,9.583664013,7.737059152,0.048070879,1.363324262,0.290743866
Company 1221,192.6295343,197728778.7,5.457026866,29.14591672,0.029963876,1.925890949,0.614770953
Company 1222,72.65868377,951478380.6,6.090386234,9.369624697,0.040373897,1.78869554,0.902776048
Company 1223,114.8502202,994824474.7,2.28282763,21.20075795,0.005467795,0.842533421,0.962291542
Company 1224,191.542388,712011082.9,6.293942815,11.13636156,0.019864565,0.830164745,0.653602953
Company 1225,112.9590975,981162588.1,5.75891573,22.93903457,0.016842385,0.801759451,0.838159201
Company 1226,145.7788921,569970239.8,1.92990014,24.42053418,0.028474119,1.883748344,0.5252022
Company 1227,109.6391597,260282241.4,0.689912264,21.83549322,0.043055676,1.77899923,0.208326947
Company 1228,91.13228035,437558889.8,6.083157265,20.36248651,0.003916911,1.662325148,0.524688412
Company 1229,197.5966472,593967374.4,7.660553467,27.31172735,0.00362874,1.089102671,0.555082601
Company 1230,111.4001009,74008480.46,5.281673572,6.965667775,0.042515885,1.256571056,0.742457564
Company 1231,184.1148806,622720921.4,2.345048991,13.27286914,0.010642504,1.196497617,0.21988299
Company 1232,84.49319088,981196658.9,6.698567569,11.20718699,0.033437663,0.880097161,0.368310382
Company 1233,81.9657056,190917542.1,0.893046693,29.70034905,0.027143907,1.257542069,0.364027469
Company 1234,54.67011243,792802521.2,4.474153678,14.73474449,0.04164468,0.545744822,0.959439596
Company 1235,147.7500238,907990895,1.717330908,23.31531748,0.006254445,0.69771556,0.44394496
Company 1236,105.2789516,943757891.2,1.926144605,22.1181291,0.006489148,1.829884394,0.755093967
Company 1237,179.6537375,960175468.8,2.102710097,10.30203094,0.027840918,1.627519651,0.750811381
Company 1238,120.981486,521938179.1,3.928399865,10.97494201,0.047318933,1.134302614,0.265544185
Company 1239,195.2290142,977330600.1,0.606387036,12.03211409,0.020749888,1.275725543,0.571869689
Company 1240,77.82882736,757552896.9,4.038155065,15.27818196,0.016347105,1.054998329,0.894302893
Company 1241,180.2934752,162509764.8,5.165903726,10.85812664,0.030334466,1.611169801,0.475197719
Company 1242,166.4895279,477423206.4,4.884613421,5.491287069,0.04652243,1.676280769,0.945117507
Company 1243,165.6382767,718612844.2,3.889562594,26.98482642,0.041846392,1.644927785,0.214458229
Company 1244,176.7174842,248092975.5,8.40755142,29.14024578,0.049774181,1.583917587,0.074159106
Company 1245,164.1535986,640974568.4,1.538734255,13.53925968,0.001128429,0.806756508,0.891453873
Company 1246,143.9330482,666933878.6,5.106397763,13.46267199,0.005642907,1.006954969,0.847681198
Company 1247,69.68673165,163537044.1,0.714210028,5.177295319,0.030473388,1.204768152,0.992589876
Company 1248,54.87892692,565520227.1,0.804441221,22.00626721,0.041028822,0.996189487,0.679393488
Company 1249,188.1271772,771855284.1,5.781271912,25.63599739,0.014262217,1.6324103,0.936687927
Company 1250,142.4975472,499396768.9,5.703582406,8.665207509,0.011960554,0.994030286,0.826949025
Company 1251,169.4805936,13091013.66,8.792531777,8.991658734,0.03934879,0.70734813,0.844426333
Company 1252,122.2283527,10029430.61,5.622949389,24.75208125,0.002819093,1.098560678,0.56914157
Company 1253,67.59622834,357672314.6,9.601931102,20.40726871,0.018469132,1.969871649,0.382364598
Company 1254,68.77786883,926267874.4,0.582078999,6.121513941,0.025290461,0.838822119,0.934558073
Company 1255,152.8347931,229448102.8,1.070276079,20.56367476,0.028017434,1.418237988,0.432117176
Company 1256,114.5458842,634729325.2,0.53625203,12.72294307,0.036430758,1.149459575,0.538819367
Company 1257,80.07870901,222853794.8,1.934240818,14.21812889,0.017742286,0.606536851,0.446114307
Company 1258,123.739182,322348319.7,5.458574098,24.24328546,0.030634217,1.231814909,0.564818314
Company 1259,59.63134056,848194047.5,6.491164596,25.27337982,0.029268771,1.553246493,0.470505079
Company 1260,137.2957103,729132580.8,0.551293064,15.00891567,0.027380805,1.269829964,0.047967559
Company 1261,90.34901067,96303878.04,9.465111809,28.6788234,0.032024165,1.808159096,0.882048186
Company 1262,169.6338651,429273319,8.437437229,15.16156795,0.012972459,0.933405525,0.444393819
Company 1263,96.55429384,30140593.88,3.036463573,24.29590088,0.004232438,0.629373757,0.588943649
Company 1264,118.2830224,481409256.5,0.864156549,17.09693161,0.005963584,1.904848417,0.139187803
Company 1265,51.74308099,662771577.7,1.781882025,27.43830816,0.011229119,1.067294524,0.003387848
Company 1266,60.86703317,119384121,1.356749696,27.69403109,0.025009897,1.364608327,0.245290094
Company 1267,108.8740335,289596054,1.320509415,7.185420197,0.042022138,1.688004689,0.704586032
Company 1268,121.9908252,398438788.9,5.233760718,28.41233328,0.035064667,0.986470496,0.09919453
Company 1269,140.0030822,919611493.6,2.533889681,25.63837104,0.03945203,1.574246807,0.90888744
Company 1270,93.74938681,993261760.4,3.645583194,24.78276786,0.017548781,0.703128275,0.215022569
Company 1271,154.2472829,45866387.7,9.896102801,10.02278349,0.020232687,0.936940621,0.204593614
Company 1272,179.0183596,761246915.6,6.874711064,25.12798022,0.019684094,0.717065954,0.181507962
Company 1273,166.9776483,372352342.3,9.494908604,26.25331837,0.009593659,1.716845838,0.013981713
Company 1274,55.9428238,393065728,1.511309895,12.22875836,0.003060833,0.833973853,0.771805468
Company 1275,122.0760421,754510708.4,3.883180801,28.80650196,0.029545805,1.576105333,0.875034531
Company 1276,65.73952676,918508005.7,5.591844852,6.24650366,0.049460834,1.914947596,0.614162703
Company 1277,86.30675238,950977665.9,0.859904813,8.747731331,0.008341485,1.291658314,0.188199982
Company 1278,197.999389,577545463.5,0.141455692,18.43952845,0.002334241,1.310043788,0.285277997
Company 1279,71.37433144,357764038.1,6.737299905,19.39481178,0.038976584,1.191550352,0.475926697
Company 1280,124.833223,787761536.8,6.454013216,21.12875208,0.0126293,0.988835215,0.954345952
Company 1281,142.7233601,251750381.9,4.166809219,5.424228233,0.04148219,1.213482546,0.247351372
Company 1282,155.3697456,564509954.8,4.947476353,29.00916937,0.035196833,1.404211298,0.731645904
Company 1283,133.9473025,359219883.1,4.212885706,6.114702318,0.047283677,1.978987358,0.439448223
Company 1284,51.46562711,656974442.6,0.337649944,8.576548818,0.020446362,1.906646839,0.297847348
Company 1285,98.96919624,241158514,3.420178902,5.350362938,0.033098492,1.793229437,0.455915937
Company 1286,127.6567465,192401352.8,1.853114328,19.17146083,0.023242739,1.833695804,0.071206718
Company 1287,63.17997487,918320847.6,1.074399472,28.3066721,0.031529435,1.201773775,0.798687371
Company 1288,102.5940397,102701879.3,9.571532296,21.64867915,0.022479945,1.486166491,0.243301928
Company 1289,54.98046632,506451949.8,6.033661278,25.56643671,0.009431612,1.842600084,0.725412123
Company 1290,61.78677457,221631930.2,7.313697214,5.332030086,0.025394871,1.089426147,0.068348371
Company 1291,109.5384914,39891033.36,3.222101058,18.55038246,0.02642921,1.942643718,0.955098556
Company 1292,69.90736311,36982799.47,3.992156582,16.48907444,0.040530192,1.123679093,0.193014985
Company 1293,135.1311272,176046550.3,2.44554754,17.47419861,0.036776035,1.401623998,0.882742076
Company 1294,153.4197454,866903584.2,1.059960143,6.805329633,0.033189581,1.56470707,0.80947321
Company 1295,170.0880049,283196265.2,1.872413211,22.11088403,0.005669355,1.92588802,0.967859924
Company 1296,80.02253664,950508711.4,7.995389048,17.58051037,0.036030815,0.866924411,0.477890661
Company 1297,75.12238734,582040670.7,6.807703471,24.12872125,0.025015258,1.619196467,0.727397294
Company 1298,65.68517605,437177575.6,5.514595872,17.13226585,0.044704977,1.281223379,0.370710657
Company 1299,145.4645374,580508745.8,4.803389741,8.734540906,0.045993547,0.902835711,0.184368238
Company 1300,155.971359,517181686.8,9.232099408,21.20642385,0.00275783,1.66491026,0.443075933
Company 1301,54.73792172,759017477.5,0.820075983,9.309659053,0.041032078,1.32833342,0.165749015
Company 1302,190.4318369,283213569.9,2.877948051,26.80986408,0.00188487,1.491460731,0.982044623
Company 1303,57.79569255,353697341.2,3.56438475,20.32790598,0.018358481,0.984351603,0.096246491
Company 1304,131.1944503,894200208.2,7.846015541,8.930097089,0.027114999,1.221910928,0.589211723
Company 1305,156.3590779,946510056.6,9.92589474,29.05845144,0.00740504,1.426031376,0.626463855
Company 1306,180.6453686,892665669.3,2.482638096,17.95913658,0.037315691,1.107366221,0.538079543
Company 1307,157.1130398,420028546,8.755642608,6.822461297,0.000417735,0.79755881,0.662185886
Company 1308,170.2592125,780585137.5,8.323165328,20.67082261,0.008429952,1.942460738,0.116180775
Company 1309,100.9175289,476859397.6,2.324108237,11.32997268,0.029039841,1.26720131,0.555018524
Company 1310,172.2237671,498042312.3,4.053392544,25.0923363,0.035719378,1.600880555,0.287212571
Company 1311,62.01722696,205475428.9,4.155761406,25.44555184,0.045832155,1.11657079,0.940176063
Company 1312,184.2224984,591539173,9.784384618,29.4736839,0.035274833,1.032697646,0.762071653
Company 1313,132.1388564,186949761.9,1.890829824,17.54673828,0.033588964,1.110746448,0.972514482
Company 1314,172.5946655,332233134.4,8.011663914,16.37392199,0.019717057,1.113794966,0.03755607
Company 1315,117.8477427,855175171.4,3.40850787,23.83689014,6.42E-05,1.316270174,0.285133175
Company 1316,146.5366543,207868733.4,7.335616423,8.311766409,0.006007963,1.315204805,0.195422587
Company 1317,128.9603991,72087126.89,4.258108943,18.67288784,0.026727727,1.245730724,0.011154587
Company 1318,159.7384283,69938585.02,5.825761655,18.65619,0.033756494,0.702178677,0.24232573
Company 1319,62.2444973,940843736,8.342856556,7.23682807,0.020872414,1.244113218,0.678775984
Company 1320,59.0528126,507413517.5,8.061239093,15.44960214,0.036533951,0.753655851,0.231088922
Company 1321,87.0654851,410002659.7,8.677589517,26.33211996,0.026093115,0.689203679,0.509003445
Company 1322,73.93170202,811067702.4,0.690211521,26.40384055,0.00370881,1.898968576,0.887818115
Company 1323,180.767535,835990102,6.951300475,7.480941623,0.009600813,1.40742502,0.69375792
Company 1324,82.8820981,332858842.1,1.48587503,7.268022069,0.041999911,1.489235087,0.39462907
Company 1325,196.3797884,693924439.4,4.216603823,11.56738693,0.036245637,1.102690506,0.372468939
Company 1326,100.5343688,771351693,5.531025309,26.86915156,0.044738099,1.863471338,0.455735814
Company 1327,77.31768735,654996036.2,4.087120899,8.222564627,0.005877862,1.456895734,0.177041441
Company 1328,168.4547761,152443479.7,5.24415559,22.99992007,0.049511127,1.653754804,0.634000767
Company 1329,148.8061663,876007200.4,9.965610457,7.52914049,0.010470336,1.052843704,0.364152819
Company 1330,124.7293575,539555458.2,1.438651406,20.57844634,0.000588994,1.940017821,0.852365349
Company 1331,133.3045326,283189953.9,6.787014849,13.90168248,0.049871147,1.730691935,0.75655266
Company 1332,157.8802667,425802957.3,4.020409567,24.72284907,0.014053694,1.780922695,0.610513164
Company 1333,84.2682112,38533519.31,1.416797009,10.84226122,0.033400973,0.758291401,0.364202223
Company 1334,199.4500874,128738934.4,1.671493957,20.98004573,0.008834116,0.906444812,0.209931832
Company 1335,196.2189743,765781203.8,9.497803752,10.89206336,0.029011427,0.9284399,0.776151864
Company 1336,147.548853,1011623.121,8.808054817,22.84150708,0.045201749,0.906363835,0.486409099
Company 1337,79.93136764,417149262.7,9.079715408,26.84195086,0.016009058,1.783112243,0.224750038
Company 1338,152.0342364,522987670.9,9.916174481,8.170044978,0.033512699,0.547827193,0.195174615
Company 1339,60.82976135,55579785.58,2.162322361,26.66489221,0.009395179,0.614149983,0.165400905
Company 1340,54.59787533,973105084.8,3.61884944,19.83938136,0.03123977,0.910872306,0.777161196
Company 1341,88.65243328,226899205.9,6.725268396,8.177762272,0.016822518,0.799809462,0.228987185
Company 1342,119.3934435,304894520.9,4.889645145,15.68854638,0.010560413,0.847789421,0.526642264
Company 1343,180.2408758,304638569.7,4.24205638,9.021507337,0.015659103,1.696914784,0.451546361
Company 1344,159.0753605,231186245.5,3.642331368,22.50869722,0.008942053,1.344689891,0.579610899
Company 1345,161.4059782,2472348.264,5.978428256,23.97170336,0.045095805,0.508655992,0.8771549
Company 1346,113.8240002,729615449.3,5.798374944,7.644913007,0.019859344,1.143984149,0.86774739
Company 1347,101.8902489,966878654.3,1.698432557,17.65349632,0.012263965,1.11182739,0.451076072
Company 1348,105.6558144,225069189.8,4.770224391,25.3656264,0.022420392,0.670917904,0.015366251
Company 1349,198.1474346,663384144.6,5.579370584,28.40407604,0.016026808,1.514212683,0.426443806
Company 1350,56.01637871,742154430.6,5.745840693,17.83794667,0.037220963,1.553145783,0.606193537
Company 1351,180.0547244,848576953.7,2.18006121,28.75698059,0.048560996,1.581339829,0.557764759
Company 1352,136.8013113,423206567.8,7.448486783,18.39222426,0.021901683,1.592706418,0.651336106
Company 1353,115.7923129,303627974.7,0.349471039,14.85476236,0.04305167,0.50007924,0.154075732
Company 1354,158.7886491,325969838.9,3.61283537,26.20507821,0.028293154,1.930881206,0.646535099
Company 1355,123.0003412,712908711.8,7.824105221,17.32456776,0.007861783,1.721313151,0.182651619
Company 1356,181.0134857,816962687,5.682539918,16.79756276,0.034531137,1.855972545,0.750523981
Company 1357,185.1052796,182432353.8,2.685508082,17.25781224,0.025671725,0.523464943,0.339087613
Company 1358,113.258139,371570067.1,6.980035881,26.16962505,0.032530326,1.900788194,0.709895433
Company 1359,91.52416959,902038256.6,5.717170347,25.79853854,0.044484371,1.714682793,0.047865599
Company 1360,138.8525493,806886826.2,7.982811734,15.08799981,0.022021729,1.755828714,0.407860026
Company 1361,186.8545018,984873544.4,7.376749343,13.3324965,0.045058881,0.639931077,0.705034522
Company 1362,81.59932835,754494011.4,6.140068428,17.2982006,0.037533451,1.608167043,0.226870516
Company 1363,143.4449875,393802005.8,4.932958986,19.31931274,0.024430246,1.939875034,0.795287045
Company 1364,144.734033,591047196.2,1.418503044,10.95843027,0.030161107,1.517821012,0.630779733
Company 1365,159.9669534,661353240,2.687196877,24.84887712,0.016279057,1.355842107,0.587561772
Company 1366,69.73515277,79377360.5,4.249084782,17.16206914,0.049179865,1.918444517,0.353548854
Company 1367,157.3737447,544952462.1,6.033062941,13.35113871,0.033367558,1.164405683,0.48245147
Company 1368,186.3548781,709611507.6,5.185707767,7.670524824,0.002192343,1.398940349,0.597349301
Company 1369,76.95246633,168153982.7,2.953026807,10.97112901,0.016331095,1.21450744,0.472462114
Company 1370,85.63149874,780851085.7,0.163997142,28.73202929,0.031165722,1.899269332,0.698313324
Company 1371,195.7092641,584189007.7,5.012768297,12.62749217,0.002816664,0.61412709,0.433696933
Company 1372,77.14654291,952269563.9,2.927697287,9.221482234,0.00119421,1.251679551,0.202273182
Company 1373,178.157764,43379875.91,7.372622177,16.51681979,0.022501212,1.530428662,0.213933783
Company 1374,123.8416785,266060811.4,0.337068026,12.67719358,0.016634509,1.687859808,0.005803769
Company 1375,87.08466116,601952325.4,5.889795332,5.878981257,0.02191493,1.374527971,0.300957716
Company 1376,180.6124852,297263352.3,9.420594951,13.07863043,0.013134665,1.863376616,0.74891764
Company 1377,116.7957883,714709739.9,1.826651744,18.6027156,0.008235887,1.91298717,0.794162709
Company 1378,127.2226031,759246277.2,4.769329958,18.7928093,0.034457168,0.596478835,0.202467542
Company 1379,103.8850054,103413448.1,1.005077719,13.91397303,0.025728556,1.103555809,0.959043997
Company 1380,138.9426277,514340609.7,6.294250931,16.18256891,0.010007711,0.535188533,0.502402793
Company 1381,74.52858089,509381665,5.550263638,29.13794796,0.015979471,0.994124986,0.916978749
Company 1382,108.6622305,369911489.4,4.13291869,14.43371193,0.029590395,1.305302327,0.706765282
Company 1383,195.4118484,932991937.7,5.261632513,11.45567033,0.003611467,1.866192396,0.722433423
Company 1384,88.72001491,827678813.6,8.976089119,11.0866761,0.00737265,1.769831484,0.085043621
Company 1385,148.5104997,697512172.5,2.043313593,16.44411532,0.00366228,0.69124959,0.219991127
Company 1386,98.77850963,714612309.1,0.323388666,23.98800372,0.040615867,0.639545562,0.008814833
Company 1387,166.0209689,462254427.7,8.630482359,10.1497046,0.037620462,1.383901008,0.71612764
Company 1388,69.63104911,921073526.6,5.813459116,22.73240318,0.037665647,1.298176959,0.344438288
Company 1389,195.4731568,694900831.8,8.917518709,5.528745584,0.035816267,0.899566462,0.786652516
Company 1390,118.0684312,729252080.6,6.009757712,15.47332445,0.033469271,1.849179627,0.33893622
Company 1391,85.4075695,861829212.9,8.120594791,24.39662663,0.023849596,1.891049614,0.819333752
Company 1392,61.0245121,274797517.8,4.353766297,13.46832389,0.032113908,1.103917158,0.130698254
Company 1393,75.46368576,807263833,7.52361332,19.09342754,0.001918078,1.835453836,0.173373157
Company 1394,127.9660923,196045362.4,9.139110522,10.12448082,0.031073221,1.075923341,0.34087654
Company 1395,100.5504765,345996610.3,5.764017341,23.54988478,0.038893885,1.605225248,0.408487389
Company 1396,174.3325049,336274843.8,1.889772991,6.306977582,0.025017918,1.213913326,0.348702811
Company 1397,114.6331285,978546942.9,2.761096389,26.31356612,0.017875666,0.683874735,0.763647033
Company 1398,87.30714089,856680686.5,2.066581311,9.954909661,0.013871337,1.891901302,0.096951393
Company 1399,142.571748,701468691.7,2.543884573,26.85995079,0.032140103,1.18114489,0.35121702
Company 1400,156.0165825,727329704.9,3.133512949,13.81323103,0.03464006,1.60173056,0.83724
Company 1401,75.05628619,562510721.6,5.595824489,23.06708936,0.04354838,1.050760722,0.066797077
Company 1402,75.14288244,947143576.4,5.921117132,12.98063244,0.017116704,0.528321318,0.942343508
Company 1403,55.50071404,496762494.1,4.322347498,27.64779178,0.038488615,0.650795538,0.986316842
Company 1404,160.4603023,381137192.2,6.19266572,8.165928138,0.028067791,1.244329219,0.088568174
Company 1405,149.5706791,163872301.6,0.907591764,9.462994732,0.044141825,1.534946536,0.291272522
Company 1406,121.1946314,786419446.6,0.969103547,17.32575313,0.026390605,1.00210299,0.372400666
Company 1407,176.6255673,734709488.1,1.801111658,7.048460976,0.025881491,1.543232689,0.776391369
Company 1408,170.8505229,384970683.5,5.228967231,9.899504618,0.028893854,1.547953384,0.595926812
Company 1409,137.8031547,26168220.55,2.218547319,28.59415956,0.037465768,1.555903861,0.6443657
Company 1410,180.2406921,839158330.4,2.904515595,29.41224153,0.048234524,1.238782781,0.757509823
Company 1411,80.87618151,12406565.47,4.063097078,14.40648323,0.003678168,1.872329225,0.117978999
Company 1412,66.78794291,703996079.8,8.137474628,28.08215053,0.00267173,1.233794777,0.833209457
Company 1413,90.46244173,970286852.6,0.237235146,18.62061689,0.046877517,1.17539779,0.705619804
Company 1414,58.56302841,438223666.8,6.52885032,11.74356165,0.026493781,0.799071229,0.577341725
Company 1415,129.6754292,235738431.6,6.721877657,22.55996803,0.030745151,0.961482631,0.889735335
Company 1416,190.4908538,705166139,8.006692226,21.47254516,0.02412118,0.563501739,0.700306354
Company 1417,55.9015311,817311013.9,9.334254097,29.72813298,0.004682873,1.45030294,0.201699963
Company 1418,68.3164871,546883885.8,0.299364705,11.62618219,0.038404469,0.872803616,0.429745381
Company 1419,117.8298542,967068240,1.622458685,21.80148757,0.037361232,0.956232882,0.494042867
Company 1420,190.0812526,52617052.94,8.873095811,6.300593876,0.015585166,1.656221782,0.055217627
Company 1421,97.42341575,505290802.7,4.639333766,7.841150967,0.015311962,0.990831775,0.954637513
Company 1422,126.0852213,718735493.4,5.689447325,5.097959374,0.041892069,0.863293838,0.128577261
Company 1423,56.23592886,862777830.7,6.663969317,29.98651703,0.003617863,0.753586624,0.697461267
Company 1424,72.25148014,180076356.3,6.822759385,25.05684243,0.044055257,1.662287603,0.506231036
Company 1425,197.9945184,800203478.3,9.324229993,24.66807537,0.012833084,0.694559387,0.02563225
Company 1426,194.7678045,553154368.6,9.969799232,17.74315188,0.029649237,1.18063064,0.924747476
Company 1427,50.74099714,397157128.3,7.229558863,12.50167707,0.046799709,1.260395174,0.851836809
Company 1428,192.7717678,132583313.6,2.943489971,8.781607112,0.033906125,1.531084869,0.524257928
Company 1429,145.8679907,865430463.2,8.809548783,12.11686847,0.020721491,1.449925223,0.228942336
Company 1430,180.1877442,158115935,0.587287054,14.39928055,0.03447671,1.716081009,0.121622891
Company 1431,118.2109783,310478071.3,2.387700443,23.90775242,0.017198982,0.567127151,0.363392479
Company 1432,127.3394043,290755486.4,8.984118603,18.49154472,0.013862921,0.944661087,0.255428281
Company 1433,123.326987,871542620.2,2.636295993,6.937090664,0.049834164,0.920201178,0.506691201
Company 1434,150.0296386,673030291.2,2.28444549,5.450725224,0.037539512,0.719025358,0.966409296
Company 1435,70.94768821,796884715.8,1.467440402,7.558304488,0.032235999,0.933767381,0.574953493
Company 1436,54.49603848,251217430.9,8.605206401,15.26246784,0.017764482,0.964647971,0.889931056
Company 1437,96.18949124,625249225.5,5.050576766,28.32982293,0.002458041,1.282826693,0.650878837
Company 1438,155.7021144,572174237.2,6.78144271,20.93506203,0.001552844,1.495556718,0.475246527
Company 1439,80.27801782,832997546.4,2.466757202,25.0456475,0.027709063,1.07165077,0.854607563
Company 1440,151.014865,906180973.4,7.604600168,16.65936486,0.038101636,1.579205347,0.47136811
Company 1441,195.4868069,13144614.71,7.624054895,14.04165208,0.02686896,1.004248008,0.868628171
Company 1442,64.08510737,674345899.1,3.194720447,7.710009318,0.042039254,0.935425516,0.29157677
Company 1443,150.8903177,52783963.32,4.165758067,26.89832555,0.001671327,1.311782084,0.128813074
Company 1444,116.5625329,549309806.4,2.175933747,24.57900073,0.018337604,0.53557454,0.855314464
Company 1445,180.2213382,288345096.3,9.767954131,9.20295244,0.01185352,0.619683685,0.587415164
Company 1446,76.57246842,307469822.9,6.491465513,17.8065141,0.022363648,1.126954315,0.889092398
Company 1447,153.8938928,353605544.9,9.351984419,17.1843702,0.00361882,1.914369067,0.937827207
Company 1448,175.7172934,621671156.6,3.103516882,20.62728882,0.047706582,1.58226767,0.05362839
Company 1449,191.6921329,334715915.7,7.840720039,28.65467235,0.01116277,0.632189854,0.500969302
Company 1450,152.4872042,732966351.5,7.682000574,19.49428604,0.046115389,1.769477019,0.374964549
Company 1451,124.5762146,405122858.2,6.947390953,18.50543167,0.021294658,1.598451156,0.625858397
Company 1452,142.677086,69284847.11,9.659825855,6.258073323,0.049276207,1.416419789,0.793591197
Company 1453,180.3357477,783976082.6,3.996197827,6.5726869,0.027702919,1.730439441,0.280590216
Company 1454,135.591462,286472566.3,1.394101504,9.683669783,0.046541643,1.106164772,0.556798384
Company 1455,54.55805895,433334112.7,6.749917707,5.811769292,0.000267449,0.832251576,0.70872858
Company 1456,189.6423043,685758439.3,7.320167025,23.58382239,0.03741194,1.268035084,0.134431083
Company 1457,153.4290127,333123701,5.793099677,23.0832576,0.045152533,1.323262633,0.814066906
Company 1458,151.4770079,57529070.49,2.147497142,8.401405861,0.006986028,1.307489558,0.6061096
Company 1459,82.35127286,374547126,5.094113823,25.90197252,0.004806293,1.347610687,0.949537437
Company 1460,148.8328205,944504134.1,3.190678392,8.869650871,0.02122863,1.923057377,0.339528919
Company 1461,109.0796608,642092662.9,4.331918629,12.52938967,0.046683945,1.853368435,0.108145942
Company 1462,147.6849466,671807669.5,6.487663901,11.22442248,0.027119328,1.813575555,0.506501201
Company 1463,65.98895455,632649871.5,7.477625953,14.30767746,0.026372823,1.702125216,0.085810772
Company 1464,148.6767957,199793146.8,2.39902444,11.36659415,0.007056306,1.915142161,0.969526523
Company 1465,199.9120589,418915530.2,4.11272107,17.22377316,3.95E-05,0.647741963,0.038684958
Company 1466,57.23180583,751188858.6,2.764699553,15.18519703,0.040507005,0.897684892,0.753503901
Company 1467,196.5761276,102271524.7,2.066452977,29.66423727,0.004378728,1.242583918,0.525102398
Company 1468,111.0361941,278574923.3,7.855533478,6.398158753,0.031692491,1.76980174,0.368620652
Company 1469,180.6130176,277042789.4,9.101601675,8.55453441,0.045730823,1.257748567,0.065842165
Company 1470,167.3578226,432586908.7,3.765298638,6.320647348,0.010432596,1.622052109,0.622166924
Company 1471,135.0524391,980388372.2,7.537661351,20.64602987,0.033263642,0.708439858,0.585220329
Company 1472,160.7673814,68435044.14,8.980253365,6.362731935,0.003934929,0.878620719,0.280883273
Company 1473,181.7773342,519182293.4,8.476629684,25.91099343,0.030187757,1.597664143,0.910221701
Company 1474,110.6210482,180185317.3,1.909852547,17.79846577,0.008196586,0.747101013,0.304110007
