Bedrooms,Square Footage,Location,Age of House,Bathrooms,Sale Price
2,2190,Suburb,17,3,490861
5,1695,City,17,3,575470
4,1091,Suburb,6,2,818404
4,1731,Suburb,45,2,505030
2,1247,Suburb,3,3,146562
4,2857,Suburb,42,2,146927
1,2757,City,16,2,103730
5,3965,Rural,28,3,546113
4,3682,Rural,5,2,260118
4,2834,Rural,37,3,172869
2,2926,City,47,2,151503
3,2983,Suburb,30,3,899999
5,2593,City,19,2,313815
1,1546,City,36,3,552427
1,1037,Suburb,30,1,828660
2,3050,Suburb,38,3,120652
1,1225,Rural,26,3,317850
3,1966,City,17,3,172935
4,2722,Rural,40,3,242178
5,2164,City,11,3,410897
4,1916,Rural,24,3,677176
2,2000,Rural,4,2,231556
4,2698,Suburb,5,2,421305
3,2662,Rural,46,3,372707
1,2796,City,8,2,812268
5,2452,City,27,2,989126
3,2790,Rural,1,2,277742
2,1423,City,20,3,940134
5,2667,City,29,3,809195
4,2102,Suburb,32,2,286183
2,1846,Rural,7,2,522962
4,1846,Rural,40,2,782827
3,1154,Suburb,38,2,686741
3,2077,City,1,3,800216
2,1468,City,32,1,824740
1,2488,Suburb,22,3,575238
2,1622,Suburb,49,2,978732
1,3283,Suburb,16,3,930642
2,3691,Rural,44,3,436591
2,1229,Suburb,15,1,518543
5,3657,Rural,22,1,667289
1,2845,Rural,47,1,984567
1,1808,Suburb,24,2,815958
3,1349,Rural,24,1,195443
4,3314,Rural,50,3,940254
3,2293,Suburb,12,2,340875
1,2172,Suburb,40,3,320382
5,2087,Rural,5,3,302806
1,3541,Rural,33,1,909049
4,3264,City,45,3,590593
4,3229,City,47,1,117066
2,2464,City,2,2,989026
5,1218,City,26,2,422897
3,3218,Rural,43,2,296931
5,2181,City,20,1,536827
2,2556,Rural,16,1,694328
1,2462,Rural,10,3,666759
4,3005,Suburb,41,2,910437
1,3814,City,15,3,274213
1,2404,City,11,2,703706
2,3881,Suburb,21,3,747348
3,2983,Suburb,10,2,177232
1,2162,Suburb,6,3,723856
4,2669,City,20,2,162602
4,2591,City,9,1,287258
3,1159,City,16,2,448281
3,2882,City,16,3,104421
2,1935,Rural,21,1,682581
5,973,Suburb,11,1,194245
4,3595,Suburb,39,1,296817
1,3576,Suburb,43,1,774815
2,943,Suburb,11,1,436346
3,3695,City,40,1,120940
1,2251,Rural,12,2,938741
5,855,Rural,36,3,334846
3,2238,City,35,2,55546
5,1462,Rural,50,2,396052
5,2346,City,16,1,979752
4,1567,City,44,1,343551
4,1338,Suburb,34,3,704353
5,2288,City,10,2,663559
4,1640,Rural,19,3,315211
3,808,Rural,32,3,834803
5,2498,Rural,34,1,639135
5,3708,Suburb,50,3,941256
2,1478,Rural,31,2,158095
2,927,City,7,1,165330
2,1160,Rural,14,3,159229
2,3744,Suburb,9,1,713481
1,3204,Rural,8,3,260589
2,2333,Rural,35,3,543830
3,2362,Suburb,25,3,60449
1,2990,City,4,3,140091
3,1178,Rural,22,1,406414
2,3675,Suburb,46,3,879199
5,1282,Suburb,4,2,270479
1,3520,Suburb,26,1,368474
5,1875,Rural,44,1,362621
3,3079,City,36,1,375356
3,2436,City,40,2,671514
1,3545,Suburb,39,1,774001
3,3358,City,2,3,448276
1,803,Rural,19,1,639824
3,3135,Suburb,39,2,733187
5,3839,Rural,24,2,209577
4,1344,Suburb,50,1,284683
2,3228,Suburb,33,2,520398
2,1558,City,12,3,838641
4,1425,Rural,34,1,797217
4,939,City,49,3,498059
1,1770,Rural,30,3,814573
3,3346,Suburb,28,3,397117
5,2129,City,36,1,445937
2,1634,Suburb,20,1,443247
4,3621,Suburb,36,2,344788
4,2991,Suburb,14,1,908246
4,2359,Suburb,31,3,448398
3,1106,City,12,2,477377
5,1070,City,14,3,249623
4,2058,Suburb,22,1,845989
5,3285,Suburb,42,2,258675
2,3167,Suburb,4,1,371031
1,1460,Suburb,31,2,528504
1,904,City,27,1,993839
2,1054,Rural,36,1,70586
1,3237,City,7,2,108302
4,851,Suburb,2,1,254929
3,1332,Suburb,33,2,260062
1,3332,Suburb,19,2,840455
2,2899,City,34,1,61249
3,3681,City,18,3,759309
2,1221,Rural,2,2,686286
4,1526,City,10,1,592024
2,3032,Suburb,46,3,542883
4,3766,Suburb,5,1,999672
1,1093,Suburb,40,3,826002
3,2799,Rural,34,3,979413
5,3124,City,9,2,924916
3,2586,Suburb,7,1,71500
5,3799,City,49,1,864570
1,2128,Suburb,9,1,326084
2,3791,Suburb,42,1,70623
4,2572,Suburb,42,3,664899
4,2121,Rural,46,3,547853
4,3946,Suburb,24,1,667176
1,1028,Rural,1,1,892453
1,3587,City,8,3,646133
5,970,City,17,1,935182
3,814,Rural,14,1,894597
3,3134,City,14,1,137202
2,975,City,45,3,256907
5,2811,Suburb,35,2,484476
1,3040,Suburb,22,1,185552
1,3714,City,48,1,913757
4,1829,Rural,33,1,138828
5,2650,Rural,38,2,583400
5,1491,City,28,1,547429
1,2542,Suburb,10,1,559277
5,2560,City,26,3,776832
4,1056,City,15,2,957556
4,867,City,4,3,810559
1,3948,City,14,1,213545
1,3007,City,19,1,874028
5,1059,Rural,13,1,708804
5,2571,Suburb,42,1,720913
3,1127,Rural,34,3,924856
5,3708,City,40,3,82216
5,1807,Suburb,18,1,741117
2,3284,Rural,30,3,844428
1,2989,City,2,1,232641
5,3535,City,9,1,895275
2,1837,City,31,2,576809
5,1754,Rural,42,2,105759
1,2270,City,22,3,627594
3,1736,City,34,3,374312
4,950,Rural,26,2,531241
1,2318,Suburb,39,3,349835
1,1760,Rural,26,3,956823
2,2958,Rural,1,1,302111
2,3003,Suburb,5,2,687083
2,1699,Suburb,50,3,184012
3,2811,City,40,1,206208
2,3388,City,11,1,772239
1,1840,City,26,3,698685
2,2236,City,34,1,230841
5,2901,City,5,3,290919
5,2485,City,27,2,609974
4,1402,City,48,2,683630
5,3977,City,30,2,705902
4,1753,Suburb,43,3,646186
5,3039,City,13,3,683950
3,2668,City,4,1,131332
4,3284,Rural,40,3,325526
5,3934,Rural,31,2,333000
4,1783,Suburb,23,2,669079
4,885,City,11,3,59852
5,962,City,34,1,784311
1,3494,Suburb,17,3,524196
2,3188,Rural,2,1,925097
4,1238,Rural,39,2,717978
4,1368,Rural,46,3,292984
4,2629,City,16,3,972690
2,3119,City,35,3,501965
4,2606,City,25,2,385801
4,3805,Suburb,17,3,389101
5,1154,Suburb,9,1,336589
1,3129,City,3,2,499184
3,1708,City,43,1,98122
3,2953,Suburb,15,2,367402
2,2266,Suburb,43,3,449800
3,3501,Rural,8,3,242677
1,3546,Rural,43,1,973114
3,1483,Rural,22,2,149635
1,3520,Rural,6,2,861880
1,882,Suburb,2,3,98106
5,3654,City,38,1,759139
3,1693,Rural,11,3,861999
4,2654,City,33,3,752713
2,3332,Rural,9,2,75621
4,1480,City,7,1,982827
3,3834,City,42,1,366111
3,1534,Suburb,10,1,843941
4,3655,Rural,48,3,568546
5,1755,Rural,30,1,624552
3,3872,City,13,1,228470
5,961,Rural,19,2,540193
2,980,Suburb,28,2,766539
3,2552,Rural,47,3,856414
4,1064,Suburb,21,2,848620
5,2944,Suburb,5,1,800947
2,3120,Suburb,45,2,316704
1,3255,City,12,2,87920
2,1063,Suburb,17,2,78532
5,3453,City,42,3,864727
3,2465,Rural,40,2,816554
3,1488,Suburb,5,1,853753
1,3888,Rural,50,3,237672
5,3658,City,48,1,545903
3,2521,City,39,1,123133
3,1437,Suburb,16,2,81333
5,1594,City,29,3,770516
2,1088,Rural,22,1,481143
4,1844,Suburb,23,2,632851
2,1501,Rural,8,3,994872
5,2985,Rural,36,1,202794
2,2610,Rural,18,2,510087
3,3697,Rural,6,3,588021
5,3990,Suburb,17,1,489988
3,2713,City,25,3,696555
3,1843,Rural,34,1,914291
3,1081,Suburb,19,2,968247
2,3257,Rural,13,1,881185
4,2475,City,17,2,319639
1,3651,Rural,10,3,226770
4,1745,City,35,3,892641
1,1668,Suburb,33,1,786497
5,2805,City,26,1,113103
4,1181,City,26,1,292969
1,2223,Rural,32,3,944775
3,2003,City,37,3,528779
5,2810,City,32,2,987576
4,1084,City,13,2,747218
2,3586,Suburb,13,1,679531
5,2430,City,19,1,382247
3,1916,City,40,3,771192
3,3849,City,11,1,184880
3,3256,Suburb,7,2,906798
1,1637,Suburb,26,3,514940
4,1911,City,8,2,419303
5,3194,Rural,9,2,260060
4,1076,Rural,49,1,629006
4,3815,Suburb,38,3,262360
1,3426,City,46,1,728047
1,2864,Rural,2,1,603167
3,1147,Suburb,4,1,800611
4,3413,City,8,1,401057
1,1213,City,24,1,254348
3,999,City,36,3,947184
5,2563,Rural,24,3,534296
1,3013,City,3,3,656710
1,2886,Suburb,18,2,929158
5,3498,Rural,16,1,444766
5,1346,Suburb,42,3,822070
1,3630,City,15,2,199544
5,2902,Rural,12,3,77213
5,1401,Suburb,44,1,985413
3,1665,City,37,2,368268
1,1240,Rural,18,1,83586
5,1075,Rural,39,3,498817
3,1697,Rural,33,1,875205
1,2078,City,38,2,954615
1,2024,Rural,5,2,349997
1,3283,Rural,16,1,262489
5,3718,Rural,7,3,54865
5,2425,Rural,7,3,175752
4,1273,Rural,23,2,64927
3,2582,Suburb,18,1,968198
4,3909,Rural,17,2,596375
3,1079,City,4,1,813215
2,3481,Rural,1,3,958823
4,1239,Rural,31,3,975936
1,3008,Suburb,32,2,745285
2,2716,Suburb,44,3,892414
2,3132,City,32,1,615869
2,3473,City,20,2,599792
3,3269,City,14,1,717310
5,3814,Suburb,46,2,914531
5,3603,Suburb,31,1,706261
2,1376,Suburb,4,3,347055
5,2309,Suburb,27,2,523303
1,3358,Suburb,6,2,754765
5,3440,Suburb,1,1,354584
3,3177,Suburb,13,3,522573
2,2964,Suburb,46,1,559611
4,2146,City,49,2,667253
1,3489,Suburb,6,3,896712
4,2977,City,42,3,873191
2,1671,Suburb,14,2,426492
2,1526,Suburb,46,2,210966
4,3252,City,32,2,182230
2,3998,City,12,3,921516
2,2154,City,45,2,696350
2,1804,Suburb,33,1,518394
5,2729,Rural,16,3,118174
5,3405,Suburb,33,2,611396
3,1111,Rural,40,2,121943
4,3447,Rural,29,3,308655
1,863,Suburb,48,1,785308
4,1424,Suburb,33,2,904527
4,1128,City,7,3,96246
3,1687,Rural,11,2,662197
5,3760,Suburb,28,3,145082
1,3138,Suburb,21,2,972766
1,1613,Rural,29,2,135232
3,3774,Suburb,41,2,532291
2,963,Rural,43,1,174792
4,2010,Rural,13,3,812113
4,1500,City,46,3,783890
1,982,Suburb,9,2,344576
4,2359,City,3,3,250220
1,1701,City,29,1,766735
5,1432,Rural,46,2,862709
5,3964,Rural,41,1,332321
1,1772,Rural,45,3,850872
3,3396,City,46,3,401711
4,890,City,45,3,479940
1,1460,Rural,18,1,780531
3,2307,Rural,11,2,406383
5,2077,Rural,7,2,493629
4,2658,Rural,3,2,190719
4,2724,Suburb,25,1,681989
5,925,City,31,3,435451
2,3089,City,29,3,233882
1,3139,City,41,2,896597
3,1363,Suburb,28,3,888277
3,1074,Suburb,23,3,377394
2,3103,City,13,3,194229
3,3418,Rural,5,1,552571
3,3649,Rural,20,3,566608
4,3015,Suburb,26,3,963278
1,1651,Suburb,24,3,913247
4,3699,Suburb,34,3,428778
5,2340,Suburb,43,2,336964
4,3758,City,44,3,586893
2,2027,City,46,2,982331
1,2437,City,15,1,483145
2,1909,Rural,28,1,270818
1,3877,City,21,3,193008
1,2478,City,17,2,301909
1,2926,City,38,2,444598
3,2214,Suburb,28,3,404443
4,1386,Rural,24,1,566675
3,909,Rural,50,3,325497
3,3042,Rural,25,1,909869
4,1526,Rural,8,2,108368
2,3676,Rural,20,1,997671
1,1008,City,50,3,793600
2,1943,Suburb,32,3,552015
2,1872,Suburb,4,1,499303
5,3170,Rural,47,2,355536
3,1640,Suburb,39,1,119343
1,1013,City,45,1,559323
4,3459,City,50,3,959209
2,3755,Rural,5,3,757988
5,3657,Suburb,1,3,587038
5,2415,Rural,35,2,199290
2,2740,City,48,3,313551
2,1940,City,36,1,672287
5,3958,Suburb,45,2,545982
3,2821,Suburb,16,2,408056
5,1145,Rural,11,3,819987
5,2663,City,25,1,326192
5,1528,City,1,3,476983
3,1099,Suburb,29,2,835953
3,2351,City,40,3,536652
3,2063,Rural,47,2,56460
4,2155,Rural,32,1,406034
4,3530,City,41,3,353318
4,2937,City,16,3,154616
4,1920,Rural,7,1,714179
1,1685,Rural,1,3,557823
1,3831,Rural,20,3,233357
1,3079,City,40,2,619253
2,2318,Suburb,44,2,501681
1,1970,Rural,12,3,756707
2,1229,Rural,21,2,586470
5,1729,Rural,19,2,726025
1,3153,City,21,2,905846
3,3660,City,25,3,604083
4,3403,Suburb,36,1,542348
2,3138,Rural,10,1,936600
5,1339,City,25,2,855419
1,2734,Suburb,7,2,453003
4,1699,Suburb,21,2,790304
3,1640,City,31,1,69053
5,1761,Rural,32,3,579602
3,3112,City,9,1,128831
1,1647,City,16,3,652092
2,3949,City,27,1,321733
5,3867,Rural,22,2,663197
1,2125,Suburb,3,1,635430
1,3924,Rural,16,2,522131
2,3863,Rural,1,2,973862
2,3592,City,30,3,268257
1,3546,Suburb,22,2,828706
2,1196,Rural,45,1,947711
5,3480,City,46,3,622280
2,3250,Suburb,5,1,612261
5,1054,Suburb,9,2,260050
1,3152,Rural,32,1,456046
4,3893,City,35,1,778818
1,944,Rural,46,3,290204
1,2502,Rural,20,2,167302
1,2020,Rural,18,3,985782
5,3711,City,18,2,529928
4,2509,City,36,3,480069
2,2051,City,25,1,522805
3,1711,City,34,1,815975
5,3377,City,4,3,306671
1,908,City,13,1,701498
1,3307,Suburb,25,3,60512
3,2716,Rural,37,3,374930
2,2625,Suburb,42,2,270344
4,2229,Rural,20,1,119542
1,2872,City,5,2,695561
3,1134,City,41,2,269777
1,1028,Rural,43,1,371164
3,3517,Rural,3,1,356055
2,3775,City,7,3,379954
3,3341,Suburb,21,1,598024
1,2442,City,43,2,531983
5,1765,Rural,7,3,614056
2,1285,City,25,3,97201
3,3746,Suburb,48,3,921432
5,1599,Rural,13,3,738422
4,3330,Rural,12,1,815771
4,2915,Rural,18,2,262606
3,3478,Rural,32,3,52368
2,2476,Suburb,37,2,974103
1,3075,Suburb,21,1,718595
4,1460,Rural,9,1,898121
5,3665,Suburb,7,1,904854
5,1174,City,6,2,66936
5,1612,Rural,3,3,591592
4,1596,Rural,45,1,309435
3,2472,Suburb,17,2,275186
4,1010,City,50,2,802771
2,881,Rural,13,2,808057
2,3777,City,40,3,906542
3,3192,Suburb,7,3,334012
5,3929,Suburb,22,2,909418
4,1366,Suburb,43,2,323318
3,2988,City,24,2,970713
1,1005,City,32,3,191875
2,2850,Suburb,19,1,187345
1,891,Rural,34,1,300318
1,3900,City,33,1,673760
4,3636,City,38,3,101043
3,3592,Rural,40,1,981389
1,1845,City,26,1,294061
1,1173,City,32,2,262215
5,1905,Suburb,38,3,198835
5,1538,Rural,26,3,747516
1,2314,Suburb,32,3,992375
4,2250,Suburb,45,1,720095
1,3003,City,12,1,732482
2,2502,Rural,1,2,558367
3,3735,City,35,2,714171
4,3674,Rural,27,1,777303
5,2322,Rural,23,3,700173
3,3138,Rural,14,1,600507
2,3610,City,25,3,228110
4,1879,City,3,3,818777
4,1733,Rural,3,3,220453
4,1487,City,29,1,769547
5,3577,Suburb,46,1,247950
3,2485,City,15,1,319751
2,2765,City,16,2,456995
1,2879,Rural,28,1,687316
1,1492,Suburb,3,3,412947
1,2351,Suburb,18,3,682360
3,3892,Suburb,49,2,354719
4,2374,Suburb,9,1,833158
2,2760,City,28,2,442463
5,846,City,31,2,308607
4,1307,City,6,1,667371
5,883,Suburb,28,3,784771
4,3224,Rural,42,2,337538
1,2736,Suburb,19,2,602437
4,1893,Suburb,18,3,705427
1,1914,City,1,2,687405
1,3079,Rural,5,1,230928
2,1369,Rural,34,1,244853
2,2559,Suburb,39,3,533089
5,3142,Rural,42,1,151805
5,3513,Rural,13,2,266504
3,2459,Rural,35,3,796426
3,3945,Suburb,23,2,984044
5,2652,Suburb,27,1,361603
2,3972,City,13,1,857713
1,1895,City,14,3,96111
3,2597,Rural,33,1,618558
2,3003,Suburb,1,2,510270
1,1552,City,24,1,291762
3,3187,Rural,28,2,351466
2,3015,Suburb,13,3,799050
5,2330,Suburb,15,1,884808
2,3608,City,29,3,714027
3,2310,Rural,4,3,65981
1,2156,Suburb,26,2,300880
3,1208,City,8,2,78315
4,3089,Suburb,1,2,365772
5,891,Suburb,22,1,815541
4,1946,City,49,2,481139
3,3934,Rural,11,1,93350
3,1619,City,9,1,822800
2,3949,Suburb,44,1,760247
2,1581,Rural,20,1,518702
4,2668,Suburb,11,1,486245
2,2483,Suburb,34,1,978842
2,3543,City,13,2,168403
4,1899,Rural,29,2,235724
2,2140,Suburb,30,3,939883
4,2025,Rural,1,1,354031
1,3963,City,32,1,735396
4,1800,Rural,39,3,678198
2,855,Rural,9,3,537396
5,1667,City,44,2,776271
5,3271,Suburb,22,3,262461
4,2650,City,46,3,681380
5,1743,Rural,33,1,832093
5,3020,City,24,2,215877
2,1435,Rural,25,2,335645
1,1839,City,7,3,214262
1,887,City,15,1,914704
2,2687,City,38,2,643218
1,3314,City,16,1,514290
4,1366,Rural,28,3,219628
1,1068,Rural,1,3,504624
5,1040,Suburb,6,2,471475
2,2851,Suburb,29,1,231894
3,2417,Rural,16,1,863215
5,1666,Suburb,38,2,449860
5,3164,City,2,1,815568
4,3136,Rural,14,2,287002
3,3233,Rural,47,1,300452
4,2911,Rural,18,2,820621
2,1847,City,35,1,50353
3,1313,Suburb,24,3,391341
2,3678,City,38,1,590615
1,1048,Suburb,20,2,685317
5,3154,Rural,48,1,182059
1,1218,City,16,3,262143
2,835,Rural,25,2,945778
4,3680,Suburb,11,1,372444
5,3643,Suburb,18,2,131249
5,2044,Suburb,15,3,449814
3,2942,City,16,2,353285
1,2473,Rural,40,3,399298
2,1707,Suburb,49,2,883458
2,1785,Suburb,49,2,54201
2,887,Suburb,32,1,499358
2,2708,Rural,18,2,788539
4,3134,Rural,5,2,979595
2,3487,City,43,2,704913
4,1407,Suburb,43,1,277900
4,3693,Rural,16,1,526384
3,2482,City,45,2,315109
3,2480,City,10,3,610928
1,3940,Suburb,36,2,171758
2,1198,Rural,21,2,182311
4,3863,Rural,29,3,642730
3,3499,City,6,3,903551
2,1057,Rural,9,3,748911
3,3852,City,9,3,382798
3,3314,Rural,23,3,269135
1,2663,City,24,1,80609
4,1722,City,38,1,303577
4,2197,City,50,2,597861
3,2633,Suburb,1,1,242788
2,1488,Suburb,26,3,917132
4,3058,Suburb,12,1,141675
1,1380,Suburb,39,1,827656
4,1635,Rural,5,2,577213
1,2697,City,38,3,62900
2,3234,Suburb,45,2,900267
3,1334,Suburb,40,1,281398
2,3357,Rural,20,1,521691
2,2858,Rural,6,2,322732
1,2508,Rural,9,3,990094
2,2952,Suburb,30,3,166481
3,2982,Rural,50,2,524013
4,3989,Suburb,26,1,653276
1,901,City,33,2,348429
1,3525,Suburb,31,3,614491
2,3503,Rural,9,3,309261
2,1649,City,1,3,806532
2,3974,Rural,21,2,918340
5,2823,City,47,2,716581
3,2401,Suburb,27,2,541178
2,3847,City,5,3,462171
5,3174,Suburb,9,2,854180
1,3752,Suburb,12,3,936841
3,2925,Suburb,37,2,51046
5,2687,City,31,3,469244
1,3989,City,41,3,756922
4,3979,City,42,2,256503
4,2400,City,30,2,299336
3,1902,Suburb,40,2,795393
5,2556,Suburb,27,1,486285
5,2112,City,17,2,186448
1,1054,Rural,21,3,780713
4,1115,Suburb,16,2,178771
4,3351,Suburb,12,2,625485
2,2582,City,29,1,651404
5,1471,City,12,2,274794
3,1397,Rural,13,1,290521
4,2538,Rural,37,2,839341
3,2232,City,33,2,940760
3,2479,City,12,1,907389
2,2912,City,3,2,89097
4,3481,City,40,1,887091
3,1207,Suburb,10,1,136520
4,3175,City,50,3,478166
2,3206,City,45,1,112633
1,3195,City,11,1,228515
1,1907,Suburb,22,1,565214
1,3528,Rural,36,2,445605
3,1481,Suburb,13,2,396901
3,2587,Suburb,14,2,608924
3,2290,Suburb,47,3,316149
4,1624,Suburb,48,3,716875
5,2845,Rural,42,3,879937
4,2891,Suburb,18,1,221720
1,1244,City,36,3,461889
5,965,Suburb,39,3,490727
2,896,Suburb,36,1,85516
5,2055,City,47,2,365903
2,1480,Suburb,35,2,57915
3,1600,Suburb,30,3,588934
1,1243,Rural,40,3,104425
3,2687,Suburb,50,2,570811
4,1919,Suburb,30,2,562443
3,2045,Suburb,22,2,734229
3,1084,Rural,11,3,357746
5,1487,Rural,12,1,619402
2,2526,Suburb,38,1,785678
1,1043,City,45,3,329746
3,1849,City,8,3,824268
3,3959,City,22,3,186405
2,2497,Rural,9,1,153052
4,3344,Suburb,20,3,957184
4,1986,Suburb,15,1,868652
5,3013,Suburb,43,3,675216
2,1201,Suburb,24,3,688627
3,3095,Suburb,29,2,291472
4,3986,Rural,27,2,266291
4,3180,City,27,1,342717
1,1773,Suburb,12,2,815684
1,3078,Rural,37,3,652822
5,2172,Suburb,17,1,778004
4,3209,Suburb,49,3,153118
4,3793,City,47,1,280408
2,1763,Suburb,27,3,467342
1,3172,Suburb,1,3,85629
1,2640,Suburb,49,3,366066
4,2184,Suburb,45,3,62461
5,2117,City,37,3,470436
4,1562,Suburb,35,2,290005
3,2530,Suburb,31,1,158369
1,2934,Rural,27,3,754617
1,3927,Suburb,39,1,526593
2,1000,Suburb,24,1,239582
5,3917,Rural,8,3,958949
2,3168,Rural,9,3,818410
1,859,Rural,22,3,134234
5,3301,City,12,2,196705
4,1068,Rural,17,2,792552
4,1755,Suburb,31,3,725695
5,2619,City,31,3,546014
3,1186,Suburb,31,3,657168
4,2094,Rural,3,3,441375
2,1679,City,9,1,65365
4,3217,Suburb,48,2,437294
4,2816,Suburb,28,3,617060
3,2214,City,30,1,577088
4,994,Rural,15,3,80087
2,3554,Suburb,45,1,433821
2,3405,City,27,1,125730
2,1897,Rural,38,1,823156
1,3354,City,48,2,949795
4,2815,City,41,3,580101
4,3486,Suburb,10,3,63697
5,3640,City,40,3,615820
3,3183,City,16,3,898463
1,1330,Suburb,26,3,964126
4,1070,Rural,50,2,131329
2,2923,City,43,1,713158
1,1551,Rural,28,3,379375
1,3264,Rural,16,2,975500
2,1901,Suburb,30,3,155391
5,2734,City,37,1,546994
4,1290,Suburb,34,3,80516
3,2866,City,9,3,468164
5,2110,City,28,3,258950
3,2666,City,50,1,840344
3,1751,Suburb,39,2,771734
4,1433,Rural,3,3,730516
1,1538,Suburb,17,2,522788
2,2509,Suburb,6,1,659158
3,1027,Suburb,17,3,810656
5,3659,City,14,3,404732
4,1678,City,17,1,212381
4,1909,Suburb,25,1,628214
5,2420,Suburb,7,3,419704
3,1217,City,8,1,213249
3,2008,Rural,45,3,782872
3,3713,Suburb,21,2,213975
5,2816,Rural,26,3,259047
3,1659,City,24,1,297174
5,2432,City,17,3,711363
4,1297,Rural,27,1,54248
5,3324,City,39,2,444738
2,1573,Rural,21,1,209148
1,2356,City,35,2,558993
1,3461,Rural,13,2,482506
2,1350,Rural,32,3,828534
5,1062,Suburb,2,2,366461
1,1918,Suburb,6,1,232186
2,3874,City,36,1,203329
3,3726,City,46,3,820773
2,1202,Suburb,10,2,141636
1,3928,City,44,1,111331
5,2388,City,49,3,166342
5,2898,Suburb,26,2,271182
5,2779,City,21,2,344302
1,1156,Rural,44,2,110897
3,1141,City,27,2,226113
5,1884,City,21,1,883302
4,1073,Rural,36,1,119908
3,2619,Suburb,45,2,945868
2,2547,Suburb,3,3,436710
4,1901,City,13,1,282253
3,2497,Suburb,18,1,198040
1,2553,Rural,22,1,757837
4,3740,Suburb,39,3,449967
3,805,Rural,36,2,694159
3,3529,Rural,1,2,908999
3,1365,Rural,12,3,334949
3,1932,City,16,1,495899
5,2082,Suburb,30,2,966845
4,3561,City,28,2,468904
3,1775,Rural,38,3,945767
2,3679,City,50,1,294658
3,3619,Rural,5,2,50379
5,861,Suburb,45,1,195664
4,2016,Suburb,2,3,548012
4,1868,City,19,3,162512
3,1470,Rural,15,3,786597
3,2164,City,7,3,344971
2,1414,Rural,35,3,719210
4,977,Suburb,3,1,150760
4,2422,Rural,32,2,859137
4,3054,Rural,48,1,709899
1,3799,Suburb,2,2,528155
4,2371,Suburb,13,3,676274
4,3744,Rural,45,3,642661
2,3821,Suburb,46,2,369754
2,1814,Rural,35,3,378544
5,2016,Rural,28,3,144603
2,2574,Suburb,18,1,634533
4,860,Suburb,36,1,710505
4,3688,Suburb,16,2,276062
4,2600,City,28,2,925295
2,3601,Suburb,37,3,748267
3,3745,City,14,3,252760
1,2273,Suburb,44,2,547209
5,949,City,14,3,274481
3,1742,Suburb,41,1,715962
1,2672,City,25,2,784122
2,1793,Suburb,12,2,375055
5,1520,Suburb,32,2,819978
5,1895,Suburb,41,2,502475
2,2576,Rural,43,3,223397
3,1539,City,25,2,563312
1,1956,Rural,23,1,495860
4,2250,Rural,35,3,440208
4,3558,City,30,3,443682
1,3530,Rural,19,3,673071
4,3611,Suburb,16,2,923548
3,2540,Rural,11,3,409717
2,3201,Rural,39,1,285129
4,1004,Suburb,11,1,199350
2,2910,Suburb,15,1,700481
4,2195,Suburb,25,2,425219
4,1526,Suburb,48,3,724912
5,1879,Rural,3,1,526520
4,2359,City,15,2,642557
5,1409,City,48,3,581922
1,3785,Suburb,37,3,713692
4,2588,Suburb,32,1,524027
4,3630,Suburb,27,3,355796
4,1546,City,44,2,708753
5,1838,Suburb,29,1,353467
4,3980,Rural,50,3,923415
3,2456,City,31,2,405804
1,1471,Rural,22,1,556699
2,2428,City,32,2,904429
2,2574,City,18,2,246119
5,3310,City,23,1,302885
1,914,Rural,6,1,731033
1,2614,City,29,3,621107
2,924,Rural,14,2,542461
5,910,Rural,20,2,196396
3,3747,Suburb,2,3,631668
1,2339,Suburb,1,1,616108
2,3917,Rural,24,1,549209
3,1944,Rural,43,3,843093
3,1013,City,14,3,654204
3,3615,Rural,34,2,268281
4,3319,Suburb,12,1,934993
3,3208,Rural,12,1,385464
3,929,Suburb,14,2,480455
2,1764,Suburb,4,3,171281
5,2122,City,44,1,279184
4,2224,Rural,7,2,548563
2,1584,Rural,25,2,632499
2,3086,Rural,28,3,870217
3,2036,Rural,30,2,494123
4,2425,Rural,18,1,599781
5,2208,Rural,15,2,838180
5,3299,Suburb,48,2,77616
2,1056,City,30,2,691024
4,1573,Rural,33,1,675471
2,1513,Suburb,6,3,245402
2,3293,Rural,13,3,100483
5,3989,City,14,2,930795
