Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight
Nissan,13.4138986,2.75339167,424.7226873,3777.919912,8.316848943,4,Japan,3636.891555
Toyota,12.06726885,4.655729887,236.7396168,3025.169501,9.113927752,4,USA,2626.349204
Toyota,31.25418526,5.067488579,273.4777325,2761.653984,13.21417976,4,USA,3203.68933
Honda,31.62540486,3.235269678,439.3887098,4679.813963,7.167728359,6,USA,3152.895753
Honda,35.49719606,5.139772575,245.3021407,2001.606176,7.009118291,8,USA,3004.754968
Nissan,39.04365335,3.009272216,417.5740534,5223.564677,19.15683334,6,Japan,3236.98021
Audi,49.03408318,5.356313666,476.396929,2316.998425,17.06304361,4,USA,3159.45066
Audi,30.65201393,1.857158098,349.2841492,2765.95846,7.709823531,6,USA,2509.255716
Audi,22.91825892,4.248077066,396.650915,3544.945581,11.09851712,8,USA,2854.832917
Chevrolet,41.80744779,3.475256162,422.0389248,3939.434959,10.33432999,4,Japan,2820.673218
Nissan,20.83329005,3.050595222,438.0158596,3419.980463,16.86506111,8,Japan,3023.889312
Chevrolet,27.55885683,4.030847515,258.0213351,3282.84866,12.65319375,8,USA,2761.685113
BMW,13.13825525,4.315428367,120.5053837,5855.664048,6.917746055,4,Japan,2601.702166
BMW,11.01402974,1.517453079,260.7505085,4566.318725,16.08488095,8,Germany,2794.919283
Ford,48.50593659,2.167812355,369.5024919,2093.731821,10.95331967,6,USA,3781.28018
Audi,43.43920482,4.352184203,280.1401543,3720.703634,8.943863714,8,Japan,3695.559011
Honda,37.83896824,4.165541654,399.5852603,5500.034799,10.63247933,8,USA,3163.144296
Ford,26.35811778,5.364190021,242.7929718,3205.824746,12.46634845,8,USA,3816.722551
Ford,16.9317728,4.544151161,353.8976564,2378.225379,10.14673275,6,Japan,2848.998427
Honda,16.25748171,5.303090831,174.5679219,5033.539086,8.628586589,8,Germany,3376.313712
Mercedes,20.00971593,4.310162006,399.7477747,4424.055328,10.97753043,8,USA,2714.387313
Ford,31.96906659,2.692208835,318.2783875,4281.250031,5.287593661,6,Germany,3750.101034
Mercedes,38.58383691,1.921459689,181.6257554,2214.306238,16.58746769,4,Japan,2695.872336
Audi,36.40789507,4.627295453,216.7644694,2561.996039,7.564173404,4,USA,2547.790238
Toyota,21.19735588,4.076596886,399.4434834,4490.197585,5.658569204,4,Japan,2910.166345
Mercedes,48.19461123,1.69274405,293.0404943,2831.295366,14.80548039,8,Japan,3851.402634
Chevrolet,39.51587667,2.940201864,186.4125762,4016.280319,16.60904193,4,Japan,2694.185623
Audi,32.1741621,5.327199262,486.9084761,4179.526744,17.20743697,6,Japan,2996.005403
Mercedes,34.46882985,3.501604583,386.0500079,3134.028761,12.40263774,8,USA,2974.62249
Nissan,26.7840025,3.230916544,482.853933,5793.700622,8.08052277,8,Germany,3702.469411
Honda,19.90923958,3.330798421,270.8420181,5369.856427,16.05841516,8,Germany,3132.2881
Toyota,24.23890715,2.335530896,290.0401363,4889.494031,15.49569616,4,USA,3417.350574
BMW,40.31384442,2.974828683,459.1820865,2311.975466,8.694061012,4,USA,3106.574509
Nissan,10.57573955,2.979253024,310.0197361,2424.520077,18.55111634,4,Germany,3327.185523
Nissan,14.64290562,1.709420081,382.9115648,3971.125383,6.565571871,8,Germany,2593.661086
Mercedes,11.84010568,4.570270514,200.869151,2642.853397,19.74032359,6,USA,3061.044157
Nissan,11.62915209,3.166017728,278.6905875,5913.061854,17.90371716,8,Japan,3782.658757
Ford,44.21842336,4.788719547,149.3799463,2634.080936,15.31847968,6,USA,3536.601345
Ford,38.14631438,4.901392004,182.3920144,3949.871342,19.08124832,8,Germany,3972.743566
Ford,28.96695316,2.347976219,100.3773661,3456.484227,15.83466752,6,Japan,3681.879306
Audi,13.91336643,4.129413929,115.7060207,4557.545686,7.856854955,8,Germany,3177.264572
Mercedes,29.664635,3.389127217,490.9135293,2516.145636,11.63234207,8,Japan,3514.420687
Ford,28.93887083,5.020626952,196.9414781,3721.265712,6.072545365,6,Germany,3663.870514
Toyota,16.9280748,2.362962717,365.3242838,3098.820131,10.84486133,6,Japan,2904.52549
Ford,27.35406597,4.211252801,435.6398795,5551.006099,16.1240453,6,USA,2590.026836
Mercedes,25.94018938,3.931008489,320.2641837,2162.342849,10.79665026,6,USA,3108.770902
Honda,34.63400392,2.68120591,161.2578,5654.909976,9.954412632,6,Japan,2717.009743
Nissan,35.40374603,2.046403615,391.2465749,5331.976554,13.93033584,6,Japan,2915.86168
Toyota,11.81216039,4.106559042,340.100564,3190.282866,18.08306793,6,USA,3920.268243
Mercedes,24.98450459,4.454389833,392.5002357,5157.162619,5.713747888,6,USA,3770.62389
BMW,35.03439663,2.762509375,407.8986491,2124.854241,10.78205652,8,Japan,3388.695752
Ford,30.12545034,4.079330416,490.1641471,5867.462201,7.373611127,6,Japan,3101.88506
BMW,44.25959365,3.08052363,329.425312,4106.37977,15.43031376,6,USA,2896.49554
Nissan,36.34774526,4.352827533,236.6564451,3213.124104,6.585868406,8,Germany,3357.18742
Toyota,16.51737708,2.2968611,359.3858228,3450.33285,14.97211638,8,USA,3299.740375
Nissan,12.8227499,5.060860011,127.3762837,2265.621414,9.292713062,4,Japan,3671.171213
BMW,35.69677113,2.649638386,458.9589273,5957.398056,7.983752206,4,Japan,3892.030283
Audi,11.06045242,2.971143951,147.7524045,2157.167781,19.04528837,6,Germany,2993.405952
Toyota,33.43102325,1.732367808,231.1371352,4619.628493,5.277868651,6,USA,2809.445666
Chevrolet,47.60920966,1.946048849,426.2981523,3770.943711,11.56665908,4,Japan,3104.199424
Audi,33.01896712,3.563447611,338.9249513,5795.664873,5.324404887,4,USA,3156.311954
Toyota,25.52679705,2.570370707,257.4542081,2983.998961,12.25389572,6,Japan,2559.805434
Ford,35.73152874,4.841920903,289.3742638,4128.347296,12.51571067,4,Germany,3792.544798
Mercedes,28.33011562,1.558773555,441.8189573,3929.424834,9.824937071,6,USA,3993.388508
BMW,31.82467157,3.016376195,236.0017544,4811.465776,6.982426663,8,USA,3884.813039
Nissan,47.65859235,2.849382187,447.8598739,2272.040928,10.64581307,8,Germany,3790.997469
Mercedes,25.44410551,1.577310524,135.2537724,2775.15652,15.0839441,4,Japan,3988.900455
Nissan,48.44762255,1.997473596,410.7193749,2858.25928,16.73593713,8,Japan,3861.712648
Nissan,46.21402568,3.1545707,439.0190532,4952.603019,12.96125904,8,USA,3532.551431
Honda,17.83164539,3.471458338,172.7270611,2756.554785,13.84751592,8,Germany,2750.134973
Honda,12.77445204,3.117158989,272.1386129,4293.967056,8.009245567,8,USA,2734.525185
Ford,14.03112006,3.623750714,166.1999099,2860.975282,9.309954998,6,USA,2573.16962
Chevrolet,10.72887303,3.8805267,382.6416516,5446.4998,7.428434151,6,Japan,3117.746301
Mercedes,13.77771843,1.539695285,314.1391072,5768.741818,8.73943025,4,Japan,3713.236116
Honda,37.32027094,3.356380638,354.1293387,4073.9719,8.373301703,8,Japan,3235.443917
Toyota,12.84754594,5.353996964,178.5947868,3409.235537,12.7917318,8,Japan,3049.482559
Audi,22.75902521,3.576129121,184.6983448,2936.2311,13.44033134,8,Japan,2663.853796
BMW,43.79501244,4.21016907,116.5989302,2199.124006,19.17421131,4,Germany,2577.629964
Ford,10.93087743,2.747455432,228.8270141,3074.000305,7.933559707,6,USA,3098.768715
Audi,42.5787393,4.595965513,323.8978645,4616.94312,14.62513565,8,Germany,2649.88807
Chevrolet,21.27419099,4.591685928,443.1739656,4134.467725,17.25888903,6,USA,2655.322259
Audi,14.7265931,3.585184191,366.770979,5776.165113,13.40362196,4,Japan,3093.022637
Mercedes,37.86948661,5.404055293,274.1585294,3585.10905,8.825054788,6,Germany,3254.265185
Toyota,35.15771387,2.002200859,481.2480458,4775.453369,8.93825345,8,USA,2780.02433
Nissan,45.09888054,1.56779066,387.6980802,3957.29099,5.588795796,6,Japan,3526.953529
Honda,39.40284175,4.580632847,472.0660811,4050.304864,9.581663398,6,Japan,3128.038001
Toyota,42.13923722,4.728622149,311.0351893,3071.097258,16.16905519,4,Germany,2637.883807
Chevrolet,21.2813829,1.980828916,203.5617099,3819.803107,5.712766358,4,Germany,3455.551187
Ford,17.09758175,2.562331332,121.1306745,3883.139988,8.289429238,4,Germany,3035.417228
Audi,40.02459007,1.570209453,390.4339406,4826.570087,15.59348748,4,Japan,2578.482216
Toyota,42.27338957,2.673234443,148.5211992,5762.559997,16.73977344,6,USA,3921.97237
Mercedes,49.62020568,4.592567496,221.1100513,3317.28511,11.82977615,6,USA,3356.795436
Ford,26.50470708,3.571842111,312.9883632,2168.801874,15.47111508,4,Germany,3216.580554
Nissan,24.88072343,2.892382373,325.7666351,3985.180502,10.81928253,4,USA,3788.706092
Chevrolet,41.05651843,2.98695718,340.2332788,4177.845329,7.398698675,8,Japan,3905.110644
Chevrolet,23.63214161,1.505414503,166.5021321,2673.762205,10.9722424,8,USA,2830.482802
Audi,47.23029302,2.69920211,251.8949619,5041.858425,13.6995173,4,Japan,3715.216753
Honda,44.33651007,4.085834967,346.8776908,5939.716434,19.22079923,6,Germany,3746.61989
BMW,27.1597611,5.396777775,487.9275459,5783.098868,6.031264281,4,USA,2581.604192
Chevrolet,40.03484271,4.888243308,391.0524551,2788.424155,12.61091141,6,Japan,3567.916173
Mercedes,40.18171496,1.594379859,469.0415028,5501.45296,9.933796673,6,Germany,2594.451823
Toyota,14.12495475,5.094242419,404.8848233,4817.974546,12.62467541,8,Germany,3392.00987
Mercedes,46.10211627,4.632793653,336.6867876,3815.386255,5.359631711,4,Germany,3503.855166
Toyota,30.2100949,4.621504494,176.8093477,4162.443977,9.695380321,4,Germany,3050.588033
Toyota,43.05829864,3.331983036,366.6742608,5398.4007,17.29802221,6,USA,3821.181245
Nissan,22.80198404,3.092021172,349.3518264,3920.539759,13.30912601,4,Japan,3700.76756
Chevrolet,45.82092914,2.711662915,340.9876682,3492.829476,11.75873739,8,USA,3888.93957
Chevrolet,25.56806715,1.762779436,295.9143472,3972.989972,9.282876076,8,Japan,2972.33429
Toyota,10.43350606,2.412941454,311.4626416,4316.519216,9.470637842,4,Germany,2532.2917
Audi,46.21527906,2.48641454,233.7770108,2756.310615,10.7465215,4,USA,3717.1919
Mercedes,13.65146707,3.436308279,307.7250771,5603.630921,17.53356065,8,Germany,2834.466034
Honda,22.7725455,4.489777626,179.0223623,4696.747795,19.5081981,4,Japan,3200.734061
Audi,48.00247868,3.395239314,422.0697589,4533.075669,11.57983072,6,Germany,3725.981758
Honda,48.02428588,1.731377798,174.3107819,2397.984905,10.90029258,4,USA,2824.202768
Chevrolet,32.93751552,5.331159204,133.986516,4416.695753,17.69826164,6,USA,2967.863144
Audi,35.27348849,5.270897276,274.4984105,2483.842649,11.40357981,4,Japan,3158.61998
Mercedes,27.93782088,4.640758173,363.3229758,2314.790701,13.28027258,4,Japan,2907.737275
Chevrolet,21.72843087,5.465311606,275.08673,4109.243583,8.464124969,8,USA,3191.982135
Ford,23.14658181,3.677929331,210.7016528,3611.142136,16.15253804,6,USA,2514.394967
Chevrolet,36.90073824,5.351073401,323.2684736,4355.241081,12.97982477,8,USA,2818.281959
Audi,40.09498118,1.802420162,238.8009342,2356.888672,17.13551825,4,USA,3748.830039
Mercedes,41.66316175,2.962722993,473.1470761,3723.932251,16.71099095,8,Japan,3120.222938
Toyota,41.58472571,2.401525072,469.0580558,2699.14686,8.225071524,4,USA,3454.608652
BMW,13.64824412,2.283332337,300.948728,5948.400344,15.73453326,4,Japan,2848.431891
Nissan,29.77681219,2.063211796,231.1535976,4244.60085,17.00081612,4,USA,3474.817997
Mercedes,12.3023504,3.989654566,394.8529656,4749.747444,10.19160861,6,USA,3999.960801
Chevrolet,31.98115529,4.625287423,114.6851774,3301.673123,7.589136694,6,Germany,3392.931459
Chevrolet,27.66122005,3.813193598,289.9076024,2378.955659,5.039482334,6,Germany,3442.537844
Toyota,45.50816731,2.087850838,234.5293577,5903.483451,11.7635548,8,USA,2667.279737
Mercedes,24.0366005,4.74449508,468.214354,3145.036142,10.28649097,4,Japan,3105.072207
Ford,14.68268066,4.043818829,104.8012109,3695.232741,13.32364751,8,USA,3791.087348
BMW,15.71966728,3.052662825,321.1259503,4599.455687,7.820616389,8,Germany,3751.40796
Mercedes,40.46042527,4.196521182,396.2654324,2098.789191,17.89498321,4,USA,3283.598666
Chevrolet,34.72872253,2.539619917,294.007195,5241.036522,8.866328234,8,Germany,3855.181225
Honda,14.04490704,2.880768834,134.1612121,4146.31276,8.396444076,4,USA,2714.405527
Honda,13.36427224,5.169943373,488.984556,3112.868748,12.21071085,4,USA,3487.284107
Honda,38.03876526,2.662018023,307.2041726,2246.431941,12.48276536,4,Japan,2873.325365
Nissan,12.91052025,3.379953073,345.6744977,2649.993662,8.226278432,4,Germany,3468.342108
Nissan,42.87440237,5.06056455,194.6439131,5580.135435,9.077910901,8,Germany,2631.099534
Mercedes,38.24968909,4.330885401,293.399234,4744.096896,7.545578587,8,Germany,3915.413643
BMW,13.25395123,1.748812905,271.6597968,2999.606887,15.77690267,8,Japan,3679.498059
Chevrolet,13.39350856,2.089212177,129.9583368,2262.40306,16.55133547,6,USA,2801.442347
Chevrolet,49.46558314,1.531366363,142.4641414,4762.46125,11.93492746,8,Japan,3455.914853
Chevrolet,24.97083183,4.023687161,434.9890078,4289.630904,15.71130534,8,USA,3638.718461
Nissan,24.82568588,3.290693702,195.9279809,3618.078098,16.03903088,6,Japan,2814.168733
BMW,42.51198269,2.037099404,177.9833086,3454.445797,7.074132915,4,Japan,2639.995462
Chevrolet,47.8899431,5.331736484,301.9645805,2867.257104,19.49267037,4,Germany,3027.669649
Toyota,49.44004255,3.618638896,407.4988525,4678.445026,17.31547921,4,Japan,2703.631512
Ford,40.13512741,2.467573176,124.7786074,5882.672111,8.067251918,6,USA,3348.567558
Audi,25.05038342,3.502414285,330.7231679,2702.860983,7.792475536,8,Japan,3136.172364
Mercedes,13.34002867,4.218481331,147.6841771,4388.46648,6.884917184,8,Japan,3193.636507
Mercedes,41.08587664,1.804956872,114.5844203,3696.740223,7.075678438,8,USA,3314.295216
Honda,32.33616999,2.59881526,121.0975809,3786.754887,16.22242699,8,Germany,3973.078219
Honda,26.96888037,4.727861964,433.6656433,3016.589121,12.04481385,6,USA,3688.9535
Mercedes,46.2541754,3.338659482,147.1889935,5300.539503,16.74401259,8,USA,3444.207242
Toyota,14.44789929,3.686308568,118.0605458,3941.022417,16.19382342,4,USA,3045.558422
Chevrolet,29.70500417,3.231264009,275.1599549,4173.623409,14.0691907,6,Japan,2540.60403
BMW,10.45414579,1.675599771,437.5973888,3219.043651,15.2954991,6,Japan,2674.791416
BMW,28.74642568,2.162999119,204.9633506,2727.233863,5.275335866,4,USA,3596.300876
Nissan,12.25213103,3.282166555,268.685047,2343.641553,9.676664702,4,USA,3053.805892
Chevrolet,14.75271665,2.336741862,115.969013,4856.476564,14.56733269,8,Germany,3001.656154
BMW,14.70104987,1.699916115,279.6314057,2784.937127,5.140174302,4,Japan,3833.467538
Chevrolet,35.96841208,4.874598656,331.0452323,4760.301417,5.494654155,6,Japan,3226.763336
Honda,39.84179517,5.424770117,328.3628215,3561.505784,17.77831974,6,Japan,3849.365586
Audi,33.3347506,4.672571496,232.9706769,3663.099204,15.26037293,6,Japan,3829.957766
Audi,48.48690194,4.915139687,226.2132723,3876.709984,8.980545997,8,USA,2620.271938
Audi,24.99482318,2.467908521,142.6494476,3470.834033,15.3194426,8,USA,3918.044468
Honda,21.42848345,5.342507902,246.7193283,2402.479909,16.88685004,4,Germany,2615.432325
Nissan,44.74396513,2.287702818,139.7978675,3238.52724,9.601914247,8,Japan,3945.259173
Audi,18.94383354,5.305719241,406.6383779,4654.937443,5.540560662,8,Japan,3178.922376
Honda,48.52890158,5.479277176,486.5097191,4663.137606,18.99168687,6,USA,3641.291014
Chevrolet,10.48617899,4.346891223,488.0297827,3144.897229,10.17769757,6,Germany,3559.216551
Audi,48.79515307,5.424574927,446.0284398,3840.410506,6.597226449,4,USA,3277.742461
Toyota,11.72639648,3.778159118,340.3168597,2773.788912,12.37785307,6,Japan,3429.182228
Nissan,45.64572455,2.538167133,380.3462789,2841.488326,16.52701693,8,Japan,3924.877272
Toyota,31.10804436,3.247983543,214.0823211,2092.188354,8.324709719,4,Germany,3891.027236
Mercedes,49.71859184,3.874243742,352.3081681,5586.9862,9.042350752,4,USA,3481.489075
Chevrolet,12.95186259,1.792326248,282.2598198,2842.82666,8.640724802,6,Japan,3486.578018
Nissan,32.15417138,3.989373058,292.8069359,2910.135508,19.87509579,6,Japan,2870.40804
Toyota,48.77210142,5.424711347,403.1106242,3118.405731,7.961056006,6,Germany,3742.935242
Nissan,30.92391377,2.260430599,212.7673422,2509.632287,13.63280325,4,Japan,3448.905
Chevrolet,35.17594553,4.670380465,227.2158447,4557.051533,18.87896962,6,Japan,3739.373188
Mercedes,37.82994756,5.131595175,469.8567165,2300.571813,7.203448533,8,USA,3486.778615
BMW,28.18164259,5.274806371,122.4897179,2536.809705,19.56281297,4,Germany,2948.980039
Audi,35.1023232,5.340542418,294.2537194,4579.026906,19.21215852,6,Germany,2784.222104
Mercedes,33.37257248,3.585838555,465.1203202,3358.642482,18.26857981,8,Germany,2615.448766
Nissan,46.04632042,5.409231632,344.1452031,4831.791307,8.21834782,8,USA,3378.992398
Audi,11.81785521,4.529240829,318.5628297,4229.698979,14.51082584,6,Germany,2926.077036
Mercedes,21.23852758,2.146685745,199.8976717,3024.084692,16.41337209,8,Japan,3445.764272
Audi,48.01645936,3.407600426,237.3101956,4603.311802,19.79041892,4,Germany,2587.984667
BMW,45.61055136,4.373324701,440.8193663,2465.094721,7.706357331,4,Japan,3063.494598
Chevrolet,28.22627011,2.489361263,323.6872527,4145.641532,16.49038849,8,Germany,2890.829823
Nissan,34.80530391,4.062460734,305.8968775,3748.59242,10.08201755,4,Germany,3055.501117
Nissan,21.09524732,4.166401916,139.8318854,3071.494331,7.634396984,6,USA,2581.425145
BMW,17.52484639,2.150798975,106.4112626,4416.019991,11.32065412,8,Germany,3586.272128
Honda,28.5479362,3.76034125,485.4740755,5485.334369,16.90753868,4,Germany,2675.046
BMW,24.13408912,4.586507644,250.7944669,5995.618799,11.97274706,6,USA,2521.60394
BMW,33.34624447,3.495582658,341.2852248,4431.051075,13.0628465,6,Japan,3919.433652
BMW,13.10938548,1.548412467,131.8860293,3618.823497,19.92739115,4,Germany,2789.314574
Chevrolet,48.97579231,1.536153876,373.2457143,2900.828401,10.98663949,8,Germany,3742.091948
Mercedes,49.44842978,2.928117376,473.0266835,3028.384358,14.23101132,6,Japan,3946.7059
Ford,37.92646856,5.204776274,330.2661012,3917.819913,10.47866302,6,USA,3301.181799
BMW,31.44385465,2.414707118,150.446129,3469.110805,10.89178469,6,Germany,3289.17724
Nissan,22.38110465,4.037454755,332.688611,5655.25809,15.4346113,6,USA,3051.125867
Toyota,42.55180079,2.388303483,406.5388852,3473.181871,19.06830464,8,Japan,3138.392297
Honda,37.3892469,2.786679959,262.5666146,3493.778365,13.13538426,4,Japan,3223.113095
BMW,16.50467757,4.892168358,451.9350992,3534.13805,16.52599893,4,USA,2728.141606
BMW,46.43708738,4.415445769,359.4731813,5346.480841,6.338098382,4,Japan,3047.105086
Honda,42.90148972,1.881597109,459.6995673,4603.153283,8.167370561,6,Japan,3724.162664
BMW,47.99199653,3.214808084,349.4021245,4456.675401,12.53197461,8,Germany,2773.597179
Nissan,39.02878034,1.616679055,152.5151888,3336.57209,5.300175854,4,USA,3594.77987
Ford,34.53660784,3.423560586,223.8766844,5271.616707,8.792824681,8,Germany,3477.3799
BMW,26.72972145,4.149736047,180.7179793,2153.455445,12.76101935,4,USA,2585.946663
Honda,47.30913933,1.974010494,463.5305991,5483.188689,5.224417974,6,Germany,2533.643303
BMW,44.64255558,2.655539756,404.1600269,4050.999599,8.968194293,4,Japan,3028.792694
Chevrolet,11.8087468,3.091346502,370.5593476,3593.000939,12.71046229,6,USA,3538.255416
Nissan,11.05467898,5.178124099,220.3865279,3988.669123,13.59723872,6,USA,2995.626891
Nissan,25.05853468,5.473020062,173.6179088,4669.662122,18.8862754,4,USA,3501.599951
Ford,42.42213323,1.679645196,402.5804352,2051.061706,14.68018435,8,USA,3498.187215
